array_type	config	frequency	array_size	lower_limit	elapsed_time
random_seq	0xff	1.6GHz	10	2	0.010847
random_seq	0xff	1.6GHz	10	2	0.010139
random_seq	0xff	1.6GHz	10	2	0.009284
random_seq	0xff	1.6GHz	10	2	0.009685
random_seq	0xff	1.6GHz	10	2	0.009557
random_seq	0xff	1.6GHz	10	4	0.009496
random_seq	0xff	1.6GHz	10	4	0.009289
random_seq	0xff	1.6GHz	10	4	0.009328
random_seq	0xff	1.6GHz	10	4	0.010589
random_seq	0xff	1.6GHz	10	4	0.011693
random_seq	0xff	1.6GHz	10	8	0.010691
random_seq	0xff	1.6GHz	10	8	0.009605
random_seq	0xff	1.6GHz	10	8	0.009429
random_seq	0xff	1.6GHz	10	8	0.009746
random_seq	0xff	1.6GHz	10	8	0.009709
random_seq	0xff	1.6GHz	100	2	0.013042
random_seq	0xff	1.6GHz	100	2	0.011749
random_seq	0xff	1.6GHz	100	2	0.011459
random_seq	0xff	1.6GHz	100	2	0.011348
random_seq	0xff	1.6GHz	100	2	0.011436
random_seq	0xff	1.6GHz	100	4	0.012548
random_seq	0xff	1.6GHz	100	4	0.011962
random_seq	0xff	1.6GHz	100	4	0.011398
random_seq	0xff	1.6GHz	100	4	0.011455
random_seq	0xff	1.6GHz	100	4	0.012068
random_seq	0xff	1.6GHz	100	8	0.012642
random_seq	0xff	1.6GHz	100	8	0.011912
random_seq	0xff	1.6GHz	100	8	0.01186
random_seq	0xff	1.6GHz	100	8	0.010855
random_seq	0xff	1.6GHz	100	8	0.011515
random_seq	0xff	1.6GHz	100	16	0.011835
random_seq	0xff	1.6GHz	100	16	0.010592
random_seq	0xff	1.6GHz	100	16	0.011008
random_seq	0xff	1.6GHz	100	16	0.011942
random_seq	0xff	1.6GHz	100	16	0.010605
random_seq	0xff	1.6GHz	100	32	0.009606
random_seq	0xff	1.6GHz	100	32	0.010005
random_seq	0xff	1.6GHz	100	32	0.011561
random_seq	0xff	1.6GHz	100	32	0.009729
random_seq	0xff	1.6GHz	100	32	0.01009
random_seq	0xff	1.6GHz	100	64	0.009848
random_seq	0xff	1.6GHz	100	64	0.00982
random_seq	0xff	1.6GHz	100	64	0.009962
random_seq	0xff	1.6GHz	100	64	0.010438
random_seq	0xff	1.6GHz	100	64	0.010458
random_seq	0xff	1.6GHz	1000	2	0.031903
random_seq	0xff	1.6GHz	1000	2	0.024743
random_seq	0xff	1.6GHz	1000	2	0.036103
random_seq	0xff	1.6GHz	1000	2	0.02631
random_seq	0xff	1.6GHz	1000	2	0.027675
random_seq	0xff	1.6GHz	1000	4	0.032887
random_seq	0xff	1.6GHz	1000	4	0.024819
random_seq	0xff	1.6GHz	1000	4	0.02654
random_seq	0xff	1.6GHz	1000	4	0.03487
random_seq	0xff	1.6GHz	1000	4	0.028919
random_seq	0xff	1.6GHz	1000	8	0.024908
random_seq	0xff	1.6GHz	1000	8	0.024782
random_seq	0xff	1.6GHz	1000	8	0.024067
random_seq	0xff	1.6GHz	1000	8	0.026663
random_seq	0xff	1.6GHz	1000	8	0.026754
random_seq	0xff	1.6GHz	1000	16	0.022544
random_seq	0xff	1.6GHz	1000	16	0.030912
random_seq	0xff	1.6GHz	1000	16	0.021296
random_seq	0xff	1.6GHz	1000	16	0.022587
random_seq	0xff	1.6GHz	1000	16	0.022539
random_seq	0xff	1.6GHz	1000	32	0.01983
random_seq	0xff	1.6GHz	1000	32	0.018327
random_seq	0xff	1.6GHz	1000	32	0.023263
random_seq	0xff	1.6GHz	1000	32	0.020217
random_seq	0xff	1.6GHz	1000	32	0.028448
random_seq	0xff	1.6GHz	1000	64	0.025602
random_seq	0xff	1.6GHz	1000	64	0.01825
random_seq	0xff	1.6GHz	1000	64	0.01767
random_seq	0xff	1.6GHz	1000	64	0.017796
random_seq	0xff	1.6GHz	1000	64	0.019564
random_seq	0xff	1.6GHz	1000	128	0.015239
random_seq	0xff	1.6GHz	1000	128	0.01545
random_seq	0xff	1.6GHz	1000	128	0.01542
random_seq	0xff	1.6GHz	1000	128	0.015203
random_seq	0xff	1.6GHz	1000	128	0.016131
random_seq	0xff	1.6GHz	1000	256	0.015025
random_seq	0xff	1.6GHz	1000	256	0.015172
random_seq	0xff	1.6GHz	1000	256	0.015024
random_seq	0xff	1.6GHz	1000	256	0.015204
random_seq	0xff	1.6GHz	1000	256	0.015413
random_seq	0xff	1.6GHz	1000	512	0.016705
random_seq	0xff	1.6GHz	1000	512	0.016796
random_seq	0xff	1.6GHz	1000	512	0.01653
random_seq	0xff	1.6GHz	1000	512	0.01665
random_seq	0xff	1.6GHz	1000	512	0.016383
random_seq	0xff	1.6GHz	10000	2	0.150831
random_seq	0xff	1.6GHz	10000	2	0.149241
