array_type	config	frequency	array_size	lower_limit	elapsed_time
expt_seq	0x0f	1.6GHz	10	2	0.019113
expt_seq	0x0f	1.6GHz	10	2	0.019134
expt_seq	0x0f	1.6GHz	10	2	0.023176
expt_seq	0x0f	1.6GHz	10	2	0.019145
expt_seq	0x0f	1.6GHz	10	2	0.021857
expt_seq	0x0f	1.6GHz	10	4	0.019124
expt_seq	0x0f	1.6GHz	10	4	0.019121
expt_seq	0x0f	1.6GHz	10	4	0.019211
expt_seq	0x0f	1.6GHz	10	4	0.019093
expt_seq	0x0f	1.6GHz	10	4	0.019617
expt_seq	0x0f	1.6GHz	10	8	0.02274
expt_seq	0x0f	1.6GHz	10	8	0.01861
expt_seq	0x0f	1.6GHz	10	8	0.021856
expt_seq	0x0f	1.6GHz	10	8	0.018508
expt_seq	0x0f	1.6GHz	10	8	0.018797
expt_seq	0x0f	1.6GHz	100	2	0.021409
expt_seq	0x0f	1.6GHz	100	2	0.021696
expt_seq	0x0f	1.6GHz	100	2	0.021757
expt_seq	0x0f	1.6GHz	100	2	0.021348
expt_seq	0x0f	1.6GHz	100	2	0.021287
expt_seq	0x0f	1.6GHz	100	4	0.021009
expt_seq	0x0f	1.6GHz	100	4	0.021401
expt_seq	0x0f	1.6GHz	100	4	0.021648
expt_seq	0x0f	1.6GHz	100	4	0.02178
expt_seq	0x0f	1.6GHz	100	4	0.021341
expt_seq	0x0f	1.6GHz	100	8	0.021341
expt_seq	0x0f	1.6GHz	100	8	0.021055
expt_seq	0x0f	1.6GHz	100	8	0.021495
expt_seq	0x0f	1.6GHz	100	8	0.024527
expt_seq	0x0f	1.6GHz	100	8	0.02109
expt_seq	0x0f	1.6GHz	100	16	0.024888
expt_seq	0x0f	1.6GHz	100	16	0.020632
expt_seq	0x0f	1.6GHz	100	16	0.020899
expt_seq	0x0f	1.6GHz	100	16	0.021061
expt_seq	0x0f	1.6GHz	100	16	0.020804
expt_seq	0x0f	1.6GHz	100	32	0.020129
expt_seq	0x0f	1.6GHz	100	32	0.020439
expt_seq	0x0f	1.6GHz	100	32	0.020366
