array_type	config	frequency	array_size	elapsed_time
random_seq	0x09	1.6GHz	10	0.016145
random_seq	0x09	1.6GHz	10	0.016048
random_seq	0x09	1.6GHz	10	0.015895
random_seq	0x09	1.6GHz	10	0.016074
random_seq	0x09	1.6GHz	10	0.016145
random_seq	0x09	1.6GHz	100	0.019651
random_seq	0x09	1.6GHz	100	0.019711
random_seq	0x09	1.6GHz	100	0.021915
random_seq	0x09	1.6GHz	100	0.019475
random_seq	0x09	1.6GHz	100	0.019547
random_seq	0x09	1.6GHz	1000	0.058786
random_seq	0x09	1.6GHz	1000	0.054594
random_seq	0x09	1.6GHz	1000	0.056227
random_seq	0x09	1.6GHz	1000	0.055951
random_seq	0x09	1.6GHz	1000	0.05437
random_seq	0x09	1.6GHz	10000	0.455632
random_seq	0x09	1.6GHz	10000	0.466752
random_seq	0x09	1.6GHz	10000	0.46248
random_seq	0x09	1.6GHz	10000	0.460868
random_seq	0x09	1.6GHz	10000	0.458067
random_seq	0x09	1.6GHz	100000	5.015568
random_seq	0x09	1.6GHz	100000	5.009379
random_seq	0x09	1.6GHz	100000	5.02261
random_seq	0x09	1.6GHz	100000	5.002568
random_seq	0x09	1.6GHz	100000	5.024077
random_seq	0x09	1.6GHz	1000000	53.581147
random_seq	0x09	1.6GHz	1000000	53.717425
random_seq	0x09	1.6GHz	1000000	54.714467
random_seq	0x09	1.6GHz	1000000	54.310154
random_seq	0x09	1.6GHz	1000000	54.083014
