array_type	config	frequency	array_size	elapsed_time
expt_seq	0xf0	1.6GHz	10	0.00962
expt_seq	0xf0	1.6GHz	10	0.008365
expt_seq	0xf0	1.6GHz	10	0.00895
expt_seq	0xf0	1.6GHz	10	0.008848
expt_seq	0xf0	1.6GHz	10	0.008747
expt_seq	0xf0	1.6GHz	100	0.009723
expt_seq	0xf0	1.6GHz	100	0.009917
expt_seq	0xf0	1.6GHz	100	0.010326
expt_seq	0xf0	1.6GHz	100	0.009812
expt_seq	0xf0	1.6GHz	100	0.010024
expt_seq	0xf0	1.6GHz	1000	0.024247
expt_seq	0xf0	1.6GHz	1000	0.022618
expt_seq	0xf0	1.6GHz	1000	0.025199
expt_seq	0xf0	1.6GHz	1000	0.023247
expt_seq	0xf0	1.6GHz	1000	0.021798
expt_seq	0xf0	1.6GHz	10000	0.163285
expt_seq	0xf0	1.6GHz	10000	0.149806
expt_seq	0xf0	1.6GHz	10000	0.167282
expt_seq	0xf0	1.6GHz	10000	0.168674
expt_seq	0xf0	1.6GHz	10000	0.151366
expt_seq	0xf0	1.6GHz	100000	1.446723
expt_seq	0xf0	1.6GHz	100000	1.483063
expt_seq	0xf0	1.6GHz	100000	1.471544
expt_seq	0xf0	1.6GHz	100000	1.429761
expt_seq	0xf0	1.6GHz	100000	1.484348
expt_seq	0xf0	1.6GHz	1000000	14.795369
expt_seq	0xf0	1.6GHz	1000000	14.794339
expt_seq	0xf0	1.6GHz	1000000	14.931815
expt_seq	0xf0	1.6GHz	1000000	14.956208
expt_seq	0xf0	1.6GHz	1000000	14.818569
