array_type	config	frequency	array_size	elapsed_time
random_seq	0x69	1.8GHz	10	0.008493
random_seq	0x69	1.8GHz	10	0.008104
random_seq	0x69	1.8GHz	10	0.01591
random_seq	0x69	1.8GHz	10	0.00809
random_seq	0x69	1.8GHz	10	0.008491
random_seq	0x69	1.8GHz	100	0.011847
random_seq	0x69	1.8GHz	100	0.00999
random_seq	0x69	1.8GHz	100	0.010363
random_seq	0x69	1.8GHz	100	0.010591
random_seq	0x69	1.8GHz	100	0.010093
random_seq	0x69	1.8GHz	1000	0.0376
random_seq	0x69	1.8GHz	1000	0.028726
random_seq	0x69	1.8GHz	1000	0.030548
random_seq	0x69	1.8GHz	1000	0.029695
random_seq	0x69	1.8GHz	1000	0.02705
random_seq	0x69	1.8GHz	10000	0.187658
random_seq	0x69	1.8GHz	10000	0.193581
random_seq	0x69	1.8GHz	10000	0.202576
random_seq	0x69	1.8GHz	10000	0.190232
random_seq	0x69	1.8GHz	10000	0.195382
random_seq	0x69	1.8GHz	100000	1.951658
random_seq	0x69	1.8GHz	100000	1.917016
random_seq	0x69	1.8GHz	100000	1.934226
random_seq	0x69	1.8GHz	100000	1.923843
random_seq	0x69	1.8GHz	100000	1.999029
random_seq	0x69	1.8GHz	1000000	20.821192
random_seq	0x69	1.8GHz	1000000	20.928703
random_seq	0x69	1.8GHz	1000000	20.900241
random_seq	0x69	1.8GHz	1000000	21.173615
random_seq	0x69	1.8GHz	1000000	20.623456
