array_type	config	frequency	array_size	elapsed_time
random_seq	0x09	1.8GHz	10	0.018938
random_seq	0x09	1.8GHz	10	0.016158
random_seq	0x09	1.8GHz	10	0.018383
random_seq	0x09	1.8GHz	10	0.015971
random_seq	0x09	1.8GHz	10	0.016098
random_seq	0x09	1.8GHz	100	0.019545
random_seq	0x09	1.8GHz	100	0.019888
random_seq	0x09	1.8GHz	100	0.019397
random_seq	0x09	1.8GHz	100	0.019734
random_seq	0x09	1.8GHz	100	0.021996
random_seq	0x09	1.8GHz	1000	0.057664
random_seq	0x09	1.8GHz	1000	0.05543
random_seq	0x09	1.8GHz	1000	0.05488
random_seq	0x09	1.8GHz	1000	0.057908
random_seq	0x09	1.8GHz	1000	0.055445
random_seq	0x09	1.8GHz	10000	0.46423
random_seq	0x09	1.8GHz	10000	0.471002
random_seq	0x09	1.8GHz	10000	0.456988
random_seq	0x09	1.8GHz	10000	0.463634
random_seq	0x09	1.8GHz	10000	0.465102
random_seq	0x09	1.8GHz	100000	5.050718
random_seq	0x09	1.8GHz	100000	5.052128
random_seq	0x09	1.8GHz	100000	5.069875
random_seq	0x09	1.8GHz	100000	4.987124
random_seq	0x09	1.8GHz	100000	5.081278
random_seq	0x09	1.8GHz	1000000	54.204588
random_seq	0x09	1.8GHz	1000000	53.663716
random_seq	0x09	1.8GHz	1000000	54.457118
random_seq	0x09	1.8GHz	1000000	53.822781
random_seq	0x09	1.8GHz	1000000	53.394524
