array_type	config	frequency	array_size	elapsed_time
random_seq	0x0f	1.8GHz	30000	4096	1.28208
random_seq	0x0f	1.8GHz	30000	8192	2.011113
random_seq	0x0f	1.8GHz	30000	16384	6.577204
random_seq	0x0f	1.8GHz	40000	2	1.294781
random_seq	0x0f	1.8GHz	40000	4	1.267571
random_seq	0x0f	1.8GHz	40000	8	1.111528
random_seq	0x0f	1.8GHz	40000	16	0.916967
random_seq	0x0f	1.8GHz	40000	32	0.805748
random_seq	0x0f	1.8GHz	40000	64	0.729697
random_seq	0x0f	1.8GHz	40000	128	0.696998
random_seq	0x0f	1.8GHz	40000	256	0.683746
random_seq	0x0f	1.8GHz	40000	512	0.695361
random_seq	0x0f	1.8GHz	40000	1024	0.760682
random_seq	0x0f	1.8GHz	40000	2048	1.058811
random_seq	0x0f	1.8GHz	40000	4096	1.551612
random_seq	0x0f	1.8GHz	40000	8192	2.933739
random_seq	0x0f	1.8GHz	40000	16384	4.71261
random_seq	0x0f	1.8GHz	40000	32768	16.122767
random_seq	0x0f	1.8GHz	50000	2	1.671891
random_seq	0x0f	1.8GHz	50000	4	1.649975
random_seq	0x0f	1.8GHz	50000	8	1.456721
random_seq	0x0f	1.8GHz	50000	16	1.215237
random_seq	0x0f	1.8GHz	50000	32	1.080271
random_seq	0x0f	1.8GHz	50000	64	0.986423
random_seq	0x0f	1.8GHz	50000	128	0.957106
random_seq	0x0f	1.8GHz	50000	256	0.933418
random_seq	0x0f	1.8GHz	50000	512	0.937359
random_seq	0x0f	1.8GHz	50000	1024	1.01409
random_seq	0x0f	1.8GHz	50000	2048	1.307022
random_seq	0x0f	1.8GHz	50000	4096	2.169352
random_seq	0x0f	1.8GHz	50000	8192	4.323108
random_seq	0x0f	1.8GHz	50000	16384	8.337494
random_seq	0x0f	1.8GHz	50000	32768	37.084784
random_seq	0x0f	1.8GHz	60000	2	2.037208
random_seq	0x0f	1.8GHz	60000	4	1.993939
random_seq	0x0f	1.8GHz	60000	8	1.769193
random_seq	0x0f	1.8GHz	60000	16	1.501999
random_seq	0x0f	1.8GHz	60000	32	1.315935
random_seq	0x0f	1.8GHz	60000	64	1.218515
random_seq	0x0f	1.8GHz	60000	128	1.195214
random_seq	0x0f	1.8GHz	60000	256	1.153355
random_seq	0x0f	1.8GHz	60000	512	1.183247
random_seq	0x0f	1.8GHz	60000	1024	1.249932
random_seq	0x0f	1.8GHz	60000	2048	1.534094
random_seq	0x0f	1.8GHz	60000	4096	2.384986
random_seq	0x0f	1.8GHz	60000	8192	3.773628
random_seq	0x0f	1.8GHz	60000	16384	11.690921
random_seq	0x0f	1.8GHz	60000	32768	41.213498
random_seq	0x0f	1.8GHz	70000	2	2.39235
random_seq	0x0f	1.8GHz	70000	4	2.361355
random_seq	0x0f	1.8GHz	70000	8	2.074621
random_seq	0x0f	1.8GHz	70000	16	1.750836
random_seq	0x0f	1.8GHz	70000	32	1.580939
random_seq	0x0f	1.8GHz	70000	64	1.44271
random_seq	0x0f	1.8GHz	70000	128	1.352431
random_seq	0x0f	1.8GHz	70000	256	1.321805
random_seq	0x0f	1.8GHz	70000	512	1.380339
random_seq	0x0f	1.8GHz	70000	1024	1.493718
random_seq	0x0f	1.8GHz	70000	2048	1.852176
random_seq	0x0f	1.8GHz	70000	4096	2.815757
random_seq	0x0f	1.8GHz	70000	8192	4.173444
random_seq	0x0f	1.8GHz	70000	16384	8.150768
random_seq	0x0f	1.8GHz	70000	32768	41.664043
random_seq	0x0f	1.8GHz	70000	65536	41.755495
random_seq	0x0f	1.8GHz	80000	2	2.887241
random_seq	0x0f	1.8GHz	80000	4	2.869355
random_seq	0x0f	1.8GHz	80000	8	2.565935
random_seq	0x0f	1.8GHz	80000	16	2.198688
random_seq	0x0f	1.8GHz	80000	32	1.957347
random_seq	0x0f	1.8GHz	80000	64	1.851558
random_seq	0x0f	1.8GHz	80000	128	1.782484
random_seq	0x0f	1.8GHz	80000	256	1.807106
random_seq	0x0f	1.8GHz	80000	512	1.86399
random_seq	0x0f	1.8GHz	80000	1024	1.865925
random_seq	0x0f	1.8GHz	80000	2048	2.245912
random_seq	0x0f	1.8GHz	80000	4096	3.310042
random_seq	0x0f	1.8GHz	80000	8192	5.773381
random_seq	0x0f	1.8GHz	80000	16384	8.251845
random_seq	0x0f	1.8GHz	80000	32768	17.700384
random_seq	0x0f	1.8GHz	80000	65536	110.026889
random_seq	0x0f	1.8GHz	90000	2	3.115227
random_seq	0x0f	1.8GHz	90000	4	3.037312
random_seq	0x0f	1.8GHz	90000	8	2.71233
random_seq	0x0f	1.8GHz	90000	16	2.297122
random_seq	0x0f	1.8GHz	90000	32	2.026348
random_seq	0x0f	1.8GHz	90000	64	1.837877
random_seq	0x0f	1.8GHz	90000	128	1.760772
random_seq	0x0f	1.8GHz	90000	256	1.732802
random_seq	0x0f	1.8GHz	90000	512	1.768177
random_seq	0x0f	1.8GHz	90000	1024	1.920255
random_seq	0x0f	1.8GHz	90000	2048	2.36718
random_seq	0x0f	1.8GHz	90000	4096	3.726902
random_seq	0x0f	1.8GHz	90000	8192	5.956562
random_seq	0x0f	1.8GHz	90000	16384	9.777106
random_seq	0x0f	1.8GHz	90000	32768	28.918894
random_seq	0x0f	1.8GHz	90000	65536	81.018403
random_seq	0x0f	1.8GHz	100000	2	3.543785
random_seq	0x0f	1.8GHz	100000	4	3.488004
random_seq	0x0f	1.8GHz	100000	8	3.116429
random_seq	0x0f	1.8GHz	100000	16	2.69469
random_seq	0x0f	1.8GHz	100000	32	2.394567
random_seq	0x0f	1.8GHz	100000	64	2.201193
random_seq	0x0f	1.8GHz	100000	128	2.080245
random_seq	0x0f	1.8GHz	100000	256	2.019381
random_seq	0x0f	1.8GHz	100000	512	2.059764
random_seq	0x0f	1.8GHz	100000	1024	2.252244
random_seq	0x0f	1.8GHz	100000	2048	2.679652
random_seq	0x0f	1.8GHz	100000	4096	3.944415
random_seq	0x0f	1.8GHz	100000	8192	6.897477
random_seq	0x0f	1.8GHz	100000	16384	16.811267
random_seq	0x0f	1.8GHz	100000	32768	40.198614
random_seq	0x0f	1.8GHz	100000	65536	140.963068
random_seq	0xff	1.6GHz	10	2	0.009413
random_seq	0xff	1.6GHz	10	4	0.009538
random_seq	0xff	1.6GHz	10	8	0.00945
random_seq	0xff	1.6GHz	100	2	0.012476
random_seq	0xff	1.6GHz	100	4	0.011612
random_seq	0xff	1.6GHz	100	8	0.012437
random_seq	0xff	1.6GHz	100	16	0.01065
random_seq	0xff	1.6GHz	100	32	0.010643
random_seq	0xff	1.6GHz	100	64	0.010386
random_seq	0xff	1.6GHz	1000	2	0.026455
random_seq	0xff	1.6GHz	1000	4	0.026811
random_seq	0xff	1.6GHz	1000	8	0.024666
random_seq	0xff	1.6GHz	1000	16	0.021607
random_seq	0xff	1.6GHz	1000	32	0.025686
random_seq	0xff	1.6GHz	1000	64	0.018207
random_seq	0xff	1.6GHz	1000	128	0.015461
random_seq	0xff	1.6GHz	1000	256	0.015391
random_seq	0xff	1.6GHz	1000	512	0.016511
random_seq	0xff	1.6GHz	10000	2	0.138507
random_seq	0xff	1.6GHz	10000	4	0.136102
random_seq	0xff	1.6GHz	10000	8	0.126774
random_seq	0xff	1.6GHz	10000	16	0.106173
random_seq	0xff	1.6GHz	10000	32	0.084101
random_seq	0xff	1.6GHz	10000	64	0.076875
random_seq	0xff	1.6GHz	10000	128	0.069525
random_seq	0xff	1.6GHz	10000	256	0.076438
random_seq	0xff	1.6GHz	10000	512	0.074569
random_seq	0xff	1.6GHz	10000	1024	0.09711
random_seq	0xff	1.6GHz	10000	2048	0.114523
random_seq	0xff	1.6GHz	10000	4096	0.123528
random_seq	0xff	1.6GHz	10000	8192	0.128237
random_seq	0xff	1.6GHz	20000	2	0.283396
random_seq	0xff	1.6GHz	20000	4	0.277193
random_seq	0xff	1.6GHz	20000	8	0.248688
random_seq	0xff	1.6GHz	20000	16	0.198905
random_seq	0xff	1.6GHz	20000	32	0.169447
random_seq	0xff	1.6GHz	20000	64	0.14835
random_seq	0xff	1.6GHz	20000	128	0.143707
random_seq	0xff	1.6GHz	20000	256	0.136496
random_seq	0xff	1.6GHz	20000	512	0.134615
random_seq	0xff	1.6GHz	20000	1024	0.159058
random_seq	0xff	1.6GHz	20000	2048	0.185484
random_seq	0xff	1.6GHz	20000	4096	0.480424
random_seq	0xff	1.6GHz	20000	8192	0.626213
random_seq	0xff	1.6GHz	20000	16384	0.717547
random_seq	0xff	1.6GHz	30000	2	0.418651
random_seq	0xff	1.6GHz	30000	4	0.401026
random_seq	0xff	1.6GHz	30000	8	0.374556
random_seq	0xff	1.6GHz	30000	16	0.317457
random_seq	0xff	1.6GHz	30000	32	0.261646
random_seq	0xff	1.6GHz	30000	64	0.253928
random_seq	0xff	1.6GHz	30000	128	0.228804
random_seq	0xff	1.6GHz	30000	256	0.228953
random_seq	0xff	1.6GHz	30000	512	0.234191
random_seq	0xff	1.6GHz	30000	1024	0.254315
random_seq	0xff	1.6GHz	30000	2048	0.310195
random_seq	0xff	1.6GHz	30000	4096	0.508779
random_seq	0xff	1.6GHz	30000	8192	0.894664
random_seq	0xff	1.6GHz	30000	16384	2.84968
random_seq	0xff	1.6GHz	40000	2	0.565379
random_seq	0xff	1.6GHz	40000	4	0.542228
random_seq	0xff	1.6GHz	40000	8	0.475585
random_seq	0xff	1.6GHz	40000	16	0.403225
random_seq	0xff	1.6GHz	40000	32	0.354151
random_seq	0xff	1.6GHz	40000	64	0.308841
random_seq	0xff	1.6GHz	40000	128	0.303355
random_seq	0xff	1.6GHz	40000	256	0.286223
random_seq	0xff	1.6GHz	40000	512	0.301441
random_seq	0xff	1.6GHz	40000	1024	0.311003
random_seq	0xff	1.6GHz	40000	2048	0.408185
random_seq	0xff	1.6GHz	40000	4096	0.709125
random_seq	0xff	1.6GHz	40000	8192	1.324034
random_seq	0xff	1.6GHz	40000	16384	2.356824
random_seq	0xff	1.6GHz	40000	32768	3.339584
random_seq	0xff	1.6GHz	50000	2	0.731356
random_seq	0xff	1.6GHz	50000	4	0.722502
random_seq	0xff	1.6GHz	50000	8	0.631758
random_seq	0xff	1.6GHz	50000	16	0.547043
random_seq	0xff	1.6GHz	50000	32	0.461814
random_seq	0xff	1.6GHz	50000	64	0.423625
random_seq	0xff	1.6GHz	50000	128	0.437643
random_seq	0xff	1.6GHz	50000	256	0.397647
random_seq	0xff	1.6GHz	50000	512	0.446565
random_seq	0xff	1.6GHz	50000	1024	0.445831
random_seq	0xff	1.6GHz	50000	2048	0.478914
random_seq	0xff	1.6GHz	50000	4096	0.640739
random_seq	0xff	1.6GHz	50000	8192	2.150027
random_seq	0xff	1.6GHz	50000	16384	2.541273
random_seq	0xff	1.6GHz	50000	32768	6.027248
random_seq	0xff	1.6GHz	60000	2	0.836177
random_seq	0xff	1.6GHz	60000	4	0.79668
random_seq	0xff	1.6GHz	60000	8	0.73689
random_seq	0xff	1.6GHz	60000	16	0.639994
random_seq	0xff	1.6GHz	60000	32	0.536475
random_seq	0xff	1.6GHz	60000	64	0.481947
random_seq	0xff	1.6GHz	60000	128	0.460264
random_seq	0xff	1.6GHz	60000	256	0.441144
random_seq	0xff	1.6GHz	60000	512	0.445438
random_seq	0xff	1.6GHz	60000	1024	0.471874
random_seq	0xff	1.6GHz	60000	2048	0.577323
random_seq	0xff	1.6GHz	60000	4096	0.885627
random_seq	0xff	1.6GHz	60000	8192	3.123035
random_seq	0xff	1.6GHz	60000	16384	4.146047
random_seq	0xff	1.6GHz	60000	32768	4.636057
random_seq	0xff	1.6GHz	70000	2	1.002264
random_seq	0xff	1.6GHz	70000	4	0.97939
random_seq	0xff	1.6GHz	70000	8	0.877588
random_seq	0xff	1.6GHz	70000	16	0.805022
random_seq	0xff	1.6GHz	70000	32	0.6603
random_seq	0xff	1.6GHz	70000	64	0.613731
random_seq	0xff	1.6GHz	70000	128	0.575686
random_seq	0xff	1.6GHz	70000	256	0.584396
random_seq	0xff	1.6GHz	70000	512	0.623812
random_seq	0xff	1.6GHz	70000	1024	0.641017
random_seq	0xff	1.6GHz	70000	2048	0.70695
random_seq	0xff	1.6GHz	70000	4096	1.138074
random_seq	0xff	1.6GHz	70000	8192	1.676739
random_seq	0xff	1.6GHz	70000	16384	5.102456
random_seq	0xff	1.6GHz	70000	32768	9.530859
random_seq	0xff	1.6GHz	70000	65536	11.096076
random_seq	0xff	1.6GHz	80000	2	1.149352
random_seq	0xff	1.6GHz	80000	4	1.098419
random_seq	0xff	1.6GHz	80000	8	0.990939
random_seq	0xff	1.6GHz	80000	16	0.856829
random_seq	0xff	1.6GHz	80000	32	0.728642
random_seq	0xff	1.6GHz	80000	64	0.655662
random_seq	0xff	1.6GHz	80000	128	0.61228
random_seq	0xff	1.6GHz	80000	256	0.61461
random_seq	0xff	1.6GHz	80000	512	0.609879
random_seq	0xff	1.6GHz	80000	1024	0.616599
random_seq	0xff	1.6GHz	80000	2048	0.788323
random_seq	0xff	1.6GHz	80000	4096	1.089088
random_seq	0xff	1.6GHz	80000	8192	1.838319
random_seq	0xff	1.6GHz	80000	16384	5.787221
random_seq	0xff	1.6GHz	80000	32768	6.130799
random_seq	0xff	1.6GHz	80000	65536	6.587652
random_seq	0xff	1.6GHz	90000	2	1.402509
random_seq	0xff	1.6GHz	90000	4	1.27976
random_seq	0xff	1.6GHz	90000	8	1.167257
random_seq	0xff	1.6GHz	90000	16	0.99807
random_seq	0xff	1.6GHz	90000	32	0.866998
random_seq	0xff	1.6GHz	90000	64	0.870107
random_seq	0xff	1.6GHz	90000	128	0.769948
random_seq	0xff	1.6GHz	90000	256	0.800017
random_seq	0xff	1.6GHz	90000	512	0.741485
random_seq	0xff	1.6GHz	90000	1024	0.785757
random_seq	0xff	1.6GHz	90000	2048	0.941303
random_seq	0xff	1.6GHz	90000	4096	1.185711
random_seq	0xff	1.6GHz	90000	8192	2.428767
random_seq	0xff	1.6GHz	90000	16384	5.283872
random_seq	0xff	1.6GHz	90000	32768	4.411549
random_seq	0xff	1.6GHz	90000	65536	27.312606
random_seq	0xff	1.6GHz	100000	2	1.497032
random_seq	0xff	1.6GHz	100000	4	1.471012
random_seq	0xff	1.6GHz	100000	8	1.389494
random_seq	0xff	1.6GHz	100000	16	1.141834
random_seq	0xff	1.6GHz	100000	32	0.998161
random_seq	0xff	1.6GHz	100000	64	0.922009
random_seq	0xff	1.6GHz	100000	128	0.868773
random_seq	0xff	1.6GHz	100000	256	0.8505
random_seq	0xff	1.6GHz	100000	512	0.814636
random_seq	0xff	1.6GHz	100000	1024	0.855921
random_seq	0xff	1.6GHz	100000	2048	1.128623
random_seq	0xff	1.6GHz	100000	4096	1.400722
random_seq	0xff	1.6GHz	100000	8192	2.808839
random_seq	0xff	1.6GHz	100000	16384	5.511121
random_seq	0xff	1.6GHz	100000	32768	17.936915
random_seq	0xff	1.6GHz	100000	65536	17.190404
random_seq	0xff	1.8GHz	10	2	0.009459
random_seq	0xff	1.8GHz	10	4	0.009476
random_seq	0xff	1.8GHz	10	8	0.009585
random_seq	0xff	1.8GHz	100	2	0.011525
random_seq	0xff	1.8GHz	100	4	0.011268
random_seq	0xff	1.8GHz	100	8	0.020825
random_seq	0xff	1.8GHz	100	16	0.011345
random_seq	0xff	1.8GHz	100	32	0.009934
random_seq	0xff	1.8GHz	100	64	0.010582
random_seq	0xff	1.8GHz	1000	2	0.025287
random_seq	0xff	1.8GHz	1000	4	0.025875
random_seq	0xff	1.8GHz	1000	8	0.034664
random_seq	0xff	1.8GHz	1000	16	0.021295
random_seq	0xff	1.8GHz	1000	32	0.024775
random_seq	0xff	1.8GHz	1000	64	0.017286
random_seq	0xff	1.8GHz	1000	128	0.015388
random_seq	0xff	1.8GHz	1000	256	0.015425
random_seq	0xff	1.8GHz	1000	512	0.017425
random_seq	0xff	1.8GHz	10000	2	0.143649
random_seq	0xff	1.8GHz	10000	4	0.137791
random_seq	0xff	1.8GHz	10000	8	0.12189
random_seq	0xff	1.8GHz	10000	16	0.10777
random_seq	0xff	1.8GHz	10000	32	0.099146
random_seq	0xff	1.8GHz	10000	64	0.076391
random_seq	0xff	1.8GHz	10000	128	0.072058
random_seq	0xff	1.8GHz	10000	256	0.087535
random_seq	0xff	1.8GHz	10000	512	0.069682
random_seq	0xff	1.8GHz	10000	1024	0.096012
random_seq	0xff	1.8GHz	10000	2048	0.128789
random_seq	0xff	1.8GHz	10000	4096	0.208971
random_seq	0xff	1.8GHz	10000	8192	0.211409
random_seq	0xff	1.8GHz	20000	2	0.283323
random_seq	0xff	1.8GHz	20000	4	0.282035
random_seq	0xff	1.8GHz	20000	8	0.247757
random_seq	0xff	1.8GHz	20000	16	0.221841
random_seq	0xff	1.8GHz	20000	32	0.170813
random_seq	0xff	1.8GHz	20000	64	0.158683
random_seq	0xff	1.8GHz	20000	128	0.151534
random_seq	0xff	1.8GHz	20000	256	0.138676
random_seq	0xff	1.8GHz	20000	512	0.136619
random_seq	0xff	1.8GHz	20000	1024	0.161555
random_seq	0xff	1.8GHz	20000	2048	0.170671
random_seq	0xff	1.8GHz	20000	4096	0.605871
random_seq	0xff	1.8GHz	20000	8192	0.736399
random_seq	0xff	1.8GHz	20000	16384	0.715051
random_seq	0xff	1.8GHz	30000	2	0.421208
random_seq	0xff	1.8GHz	30000	4	0.408772
random_seq	0xff	1.8GHz	30000	8	0.362184
random_seq	0xff	1.8GHz	30000	16	0.319873
random_seq	0xff	1.8GHz	30000	32	0.271534
random_seq	0xff	1.8GHz	30000	64	0.247679
random_seq	0xff	1.8GHz	30000	128	0.250861
random_seq	0xff	1.8GHz	30000	256	0.229174
random_seq	0xff	1.8GHz	30000	512	0.226485
random_seq	0xff	1.8GHz	30000	1024	0.230363
random_seq	0xff	1.8GHz	30000	2048	0.31522
random_seq	0xff	1.8GHz	30000	4096	0.46501
random_seq	0xff	1.8GHz	30000	8192	1.17234
random_seq	0xff	1.8GHz	30000	16384	1.460631
random_seq	0xff	1.8GHz	40000	2	0.564802
random_seq	0xff	1.8GHz	40000	4	0.571839
random_seq	0xff	1.8GHz	40000	8	0.46846
random_seq	0xff	1.8GHz	40000	16	0.404491
random_seq	0xff	1.8GHz	40000	32	0.354455
random_seq	0xff	1.8GHz	40000	64	0.314832
random_seq	0xff	1.8GHz	40000	128	0.291175
random_seq	0xff	1.8GHz	40000	256	0.305461
random_seq	0xff	1.8GHz	40000	512	0.276452
random_seq	0xff	1.8GHz	40000	1024	0.313748
random_seq	0xff	1.8GHz	40000	2048	0.444183
random_seq	0xff	1.8GHz	40000	4096	0.835178
random_seq	0xff	1.8GHz	40000	8192	1.301361
random_seq	0xff	1.8GHz	40000	16384	2.440573
random_seq	0xff	1.8GHz	40000	32768	2.349007
random_seq	0xff	1.8GHz	50000	2	0.725576
random_seq	0xff	1.8GHz	50000	4	0.709942
random_seq	0xff	1.8GHz	50000	8	0.644773
random_seq	0xff	1.8GHz	50000	16	0.547702
random_seq	0xff	1.8GHz	50000	32	0.467467
random_seq	0xff	1.8GHz	50000	64	0.433809
random_seq	0xff	1.8GHz	50000	128	0.399504
random_seq	0xff	1.8GHz	50000	256	0.453457
random_seq	0xff	1.8GHz	50000	512	0.428208
random_seq	0xff	1.8GHz	50000	1024	0.457065
random_seq	0xff	1.8GHz	50000	2048	0.476635
random_seq	0xff	1.8GHz	50000	4096	0.63621
random_seq	0xff	1.8GHz	50000	8192	1.844084
random_seq	0xff	1.8GHz	50000	16384	2.474514
random_seq	0xff	1.8GHz	50000	32768	5.792941
random_seq	0xff	1.8GHz	60000	2	0.845634
random_seq	0xff	1.8GHz	60000	4	0.828169
random_seq	0xff	1.8GHz	60000	8	0.775411
random_seq	0xff	1.8GHz	60000	16	0.643388
random_seq	0xff	1.8GHz	60000	32	0.529267
random_seq	0xff	1.8GHz	60000	64	0.480483
random_seq	0xff	1.8GHz	60000	128	0.458416
random_seq	0xff	1.8GHz	60000	256	0.435741
random_seq	0xff	1.8GHz	60000	512	0.426743
random_seq	0xff	1.8GHz	60000	1024	0.484
random_seq	0xff	1.8GHz	60000	2048	0.61265
random_seq	0xff	1.8GHz	60000	4096	1.131761
random_seq	0xff	1.8GHz	60000	8192	1.835993
random_seq	0xff	1.8GHz	60000	16384	4.750227
random_seq	0xff	1.8GHz	60000	32768	4.752884
random_seq	0xff	1.8GHz	70000	2	1.011759
random_seq	0xff	1.8GHz	70000	4	0.976151
random_seq	0xff	1.8GHz	70000	8	0.918054
random_seq	0xff	1.8GHz	70000	16	0.778751
random_seq	0xff	1.8GHz	70000	32	0.682002
random_seq	0xff	1.8GHz	70000	64	0.635158
random_seq	0xff	1.8GHz	70000	128	0.562531
random_seq	0xff	1.8GHz	70000	256	0.56363
random_seq	0xff	1.8GHz	70000	512	0.584881
random_seq	0xff	1.8GHz	70000	1024	0.558477
random_seq	0xff	1.8GHz	70000	2048	0.678515
random_seq	0xff	1.8GHz	70000	4096	1.143368
random_seq	0xff	1.8GHz	70000	8192	1.777038
random_seq	0xff	1.8GHz	70000	16384	4.028884
random_seq	0xff	1.8GHz	70000	32768	9.779479
random_seq	0xff	1.8GHz	70000	65536	9.96778
random_seq	0xff	1.8GHz	80000	2	1.110237
random_seq	0xff	1.8GHz	80000	4	1.130206
random_seq	0xff	1.8GHz	80000	8	0.986826
random_seq	0xff	1.8GHz	80000	16	0.845897
random_seq	0xff	1.8GHz	80000	32	0.723734
random_seq	0xff	1.8GHz	80000	64	0.652885
random_seq	0xff	1.8GHz	80000	128	0.603508
random_seq	0xff	1.8GHz	80000	256	0.624743
random_seq	0xff	1.8GHz	80000	512	0.596137
random_seq	0xff	1.8GHz	80000	1024	0.620383
random_seq	0xff	1.8GHz	80000	2048	0.721131
random_seq	0xff	1.8GHz	80000	4096	1.124468
random_seq	0xff	1.8GHz	80000	8192	1.78045
random_seq	0xff	1.8GHz	80000	16384	5.521012
random_seq	0xff	1.8GHz	80000	32768	6.201673
random_seq	0xff	1.8GHz	80000	65536	6.280614
random_seq	0xff	1.8GHz	90000	2	1.450869
random_seq	0xff	1.8GHz	90000	4	1.309458
random_seq	0xff	1.8GHz	90000	8	1.134262
random_seq	0xff	1.8GHz	90000	16	1.009995
random_seq	0xff	1.8GHz	90000	32	0.920891
random_seq	0xff	1.8GHz	90000	64	0.793306
random_seq	0xff	1.8GHz	90000	128	0.766377
random_seq	0xff	1.8GHz	90000	256	0.764599
random_seq	0xff	1.8GHz	90000	512	0.728024
random_seq	0xff	1.8GHz	90000	1024	0.843279
random_seq	0xff	1.8GHz	90000	2048	0.983369
random_seq	0xff	1.8GHz	90000	4096	1.162672
random_seq	0xff	1.8GHz	90000	8192	1.991803
random_seq	0xff	1.8GHz	90000	16384	5.30557
random_seq	0xff	1.8GHz	90000	32768	4.708822
random_seq	0xff	1.8GHz	90000	65536	26.548914
random_seq	0xff	1.8GHz	100000	2	1.470789
random_seq	0xff	1.8GHz	100000	4	1.462225
random_seq	0xff	1.8GHz	100000	8	1.291188
random_seq	0xff	1.8GHz	100000	16	1.117117
random_seq	0xff	1.8GHz	100000	32	1.001166
random_seq	0xff	1.8GHz	100000	64	0.89158
random_seq	0xff	1.8GHz	100000	128	0.825356
random_seq	0xff	1.8GHz	100000	256	0.891997
random_seq	0xff	1.8GHz	100000	512	0.859523
random_seq	0xff	1.8GHz	100000	1024	0.871135
random_seq	0xff	1.8GHz	100000	2048	1.099606
random_seq	0xff	1.8GHz	100000	4096	1.436612
random_seq	0xff	1.8GHz	100000	8192	2.235118
random_seq	0xff	1.8GHz	100000	16384	5.2532
random_seq	0xff	1.8GHz	100000	32768	16.850467
random_seq	0xff	1.8GHz	100000	65536	17.687479
