array_type	config	frequency	array_size	elapsed_time
random_seq	0x60	1.8GHz	10000	128	0.115229
random_seq	0x60	1.8GHz	10000	256	0.10206
random_seq	0x60	1.8GHz	10000	512	0.101743
random_seq	0x60	1.8GHz	10000	1024	0.112996
random_seq	0x60	1.8GHz	10000	2048	0.15871
random_seq	0x60	1.8GHz	10000	4096	0.322545
random_seq	0x60	1.8GHz	10000	8192	0.668446
random_seq	0x60	1.8GHz	20000	2	0.842928
random_seq	0x60	1.8GHz	20000	4	0.732081
random_seq	0x60	1.8GHz	20000	8	0.540096
random_seq	0x60	1.8GHz	20000	16	0.415543
random_seq	0x60	1.8GHz	20000	32	0.337561
random_seq	0x60	1.8GHz	20000	64	0.282863
random_seq	0x60	1.8GHz	20000	128	0.250076
random_seq	0x60	1.8GHz	20000	256	0.227783
random_seq	0x60	1.8GHz	20000	512	0.232612
random_seq	0x60	1.8GHz	20000	1024	0.251459
random_seq	0x60	1.8GHz	20000	2048	0.322967
random_seq	0x60	1.8GHz	20000	4096	0.590052
random_seq	0x60	1.8GHz	20000	8192	0.977425
random_seq	0x60	1.8GHz	20000	16384	1.63459
random_seq	0x60	1.8GHz	30000	2	1.336616
random_seq	0x60	1.8GHz	30000	4	1.164192
random_seq	0x60	1.8GHz	30000	8	0.869804
random_seq	0x60	1.8GHz	30000	16	0.656179
random_seq	0x60	1.8GHz	30000	32	0.539598
random_seq	0x60	1.8GHz	30000	64	0.453675
random_seq	0x60	1.8GHz	30000	128	0.397661
random_seq	0x60	1.8GHz	30000	256	0.371766
random_seq	0x60	1.8GHz	30000	512	0.377011
random_seq	0x60	1.8GHz	30000	1024	0.408731
random_seq	0x60	1.8GHz	30000	2048	0.560134
random_seq	0x60	1.8GHz	30000	4096	0.755574
random_seq	0x60	1.8GHz	30000	8192	1.637889
random_seq	0x60	1.8GHz	30000	16384	3.094188
random_seq	0x60	1.8GHz	40000	2	1.749093
random_seq	0x60	1.8GHz	40000	4	1.535876
random_seq	0x60	1.8GHz	40000	8	1.163324
random_seq	0x60	1.8GHz	40000	16	0.893023
random_seq	0x60	1.8GHz	40000	32	0.743764
random_seq	0x60	1.8GHz	40000	64	0.624446
random_seq	0x60	1.8GHz	40000	128	0.556738
random_seq	0x60	1.8GHz	40000	256	0.515613
random_seq	0x60	1.8GHz	40000	512	0.518968
random_seq	0x60	1.8GHz	40000	1024	0.564293
random_seq	0x60	1.8GHz	40000	2048	0.730647
random_seq	0x60	1.8GHz	40000	4096	1.189087
random_seq	0x60	1.8GHz	40000	8192	2.165552
random_seq	0x60	1.8GHz	40000	16384	4.257815
random_seq	0x60	1.8GHz	40000	32768	14.360494
random_seq	0x60	1.8GHz	50000	2	2.246005
random_seq	0x60	1.8GHz	50000	4	2.012832
random_seq	0x60	1.8GHz	50000	8	1.529387
random_seq	0x60	1.8GHz	50000	16	1.166386
random_seq	0x60	1.8GHz	50000	32	0.972525
random_seq	0x60	1.8GHz	50000	64	0.827177
random_seq	0x60	1.8GHz	50000	128	0.744789
random_seq	0x60	1.8GHz	50000	256	0.707603
random_seq	0x60	1.8GHz	50000	512	0.687798
random_seq	0x60	1.8GHz	50000	1024	0.740119
random_seq	0x60	1.8GHz	50000	2048	0.927502
random_seq	0x60	1.8GHz	50000	4096	1.485504
random_seq	0x60	1.8GHz	50000	8192	2.541078
random_seq	0x60	1.8GHz	50000	16384	4.572127
random_seq	0x60	1.8GHz	50000	32768	8.743126
random_seq	0x60	1.8GHz	60000	2	2.678966
random_seq	0x60	1.8GHz	60000	4	2.422367
random_seq	0x60	1.8GHz	60000	8	1.818339
random_seq	0x60	1.8GHz	60000	16	1.414372
random_seq	0x60	1.8GHz	60000	32	1.184664
random_seq	0x60	1.8GHz	60000	64	1.0133
random_seq	0x60	1.8GHz	60000	128	0.900596
random_seq	0x60	1.8GHz	60000	256	0.85679
random_seq	0x60	1.8GHz	60000	512	0.850082
random_seq	0x60	1.8GHz	60000	1024	0.910501
random_seq	0x60	1.8GHz	60000	2048	1.153731
random_seq	0x60	1.8GHz	60000	4096	1.563239
random_seq	0x60	1.8GHz	60000	8192	2.896387
random_seq	0x60	1.8GHz	60000	16384	7.109661
random_seq	0x60	1.8GHz	60000	32768	7.290205
random_seq	0x60	1.8GHz	70000	2	3.238293
random_seq	0x60	1.8GHz	70000	4	2.827307
random_seq	0x60	1.8GHz	70000	8	2.150813
random_seq	0x60	1.8GHz	70000	16	1.693885
random_seq	0x60	1.8GHz	70000	32	1.389986
random_seq	0x60	1.8GHz	70000	64	1.165988
random_seq	0x60	1.8GHz	70000	128	1.071985
random_seq	0x60	1.8GHz	70000	256	1.021819
random_seq	0x60	1.8GHz	70000	512	1.018812
random_seq	0x60	1.8GHz	70000	1024	1.113251
random_seq	0x60	1.8GHz	70000	2048	1.449293
random_seq	0x60	1.8GHz	70000	4096	2.153379
random_seq	0x60	1.8GHz	70000	8192	3.071578
random_seq	0x60	1.8GHz	70000	16384	6.183182
random_seq	0x60	1.8GHz	70000	32768	12.445306
random_seq	0x60	1.8GHz	70000	65536	24.095478
random_seq	0x60	1.8GHz	80000	2	3.808684
random_seq	0x60	1.8GHz	80000	4	3.35238
random_seq	0x60	1.8GHz	80000	8	2.500163
random_seq	0x60	1.8GHz	80000	16	1.987436
random_seq	0x60	1.8GHz	80000	32	1.65969
random_seq	0x60	1.8GHz	80000	64	1.416212
random_seq	0x60	1.8GHz	80000	128	1.268839
random_seq	0x60	1.8GHz	80000	256	1.22172
random_seq	0x60	1.8GHz	80000	512	1.200919
random_seq	0x60	1.8GHz	80000	1024	1.316386
random_seq	0x60	1.8GHz	80000	2048	1.651899
random_seq	0x60	1.8GHz	80000	4096	2.462414
random_seq	0x60	1.8GHz	80000	8192	4.645252
random_seq	0x60	1.8GHz	80000	16384	7.997706
random_seq	0x60	1.8GHz	80000	32768	17.779739
random_seq	0x60	1.8GHz	80000	65536	39.213478
random_seq	0x60	1.8GHz	90000	2	4.201012
random_seq	0x60	1.8GHz	90000	4	3.767109
random_seq	0x60	1.8GHz	90000	8	2.89435
random_seq	0x60	1.8GHz	90000	16	2.288769
random_seq	0x60	1.8GHz	90000	32	1.869304
random_seq	0x60	1.8GHz	90000	64	1.637778
random_seq	0x60	1.8GHz	90000	128	1.445062
random_seq	0x60	1.8GHz	90000	256	1.388915
random_seq	0x60	1.8GHz	90000	512	1.396236
random_seq	0x60	1.8GHz	90000	1024	1.523406
random_seq	0x60	1.8GHz	90000	2048	1.942738
random_seq	0x60	1.8GHz	90000	4096	2.818611
random_seq	0x60	1.8GHz	90000	8192	4.654487
random_seq	0x60	1.8GHz	90000	16384	9.126582
random_seq	0x60	1.8GHz	90000	32768	16.303984
random_seq	0x60	1.8GHz	90000	65536	40.61435
random_seq	0x60	1.8GHz	100000	2	4.705573
random_seq	0x60	1.8GHz	100000	4	4.27481
random_seq	0x60	1.8GHz	100000	8	3.215526
random_seq	0x60	1.8GHz	100000	16	2.544184
random_seq	0x60	1.8GHz	100000	32	2.112077
random_seq	0x60	1.8GHz	100000	64	1.79515
random_seq	0x60	1.8GHz	100000	128	1.627121
random_seq	0x60	1.8GHz	100000	256	1.60039
random_seq	0x60	1.8GHz	100000	512	1.577474
random_seq	0x60	1.8GHz	100000	1024	1.752139
random_seq	0x60	1.8GHz	100000	2048	2.043745
random_seq	0x60	1.8GHz	100000	4096	2.780085
random_seq	0x60	1.8GHz	100000	8192	5.537578
random_seq	0x60	1.8GHz	100000	16384	10.549101
random_seq	0x60	1.8GHz	100000	32768	19.266097
random_seq	0x60	1.8GHz	100000	65536	51.795062
random_seq	0x69	1.6GHz	10	2	0.010914
random_seq	0x69	1.6GHz	10	4	0.009529
random_seq	0x69	1.6GHz	10	8	0.010874
random_seq	0x69	1.6GHz	100	2	0.013501
random_seq	0x69	1.6GHz	100	4	0.013497
random_seq	0x69	1.6GHz	100	8	0.011235
random_seq	0x69	1.6GHz	100	16	0.011426
random_seq	0x69	1.6GHz	100	32	0.010252
random_seq	0x69	1.6GHz	100	64	0.011719
random_seq	0x69	1.6GHz	1000	2	0.030371
random_seq	0x69	1.6GHz	1000	4	0.029195
random_seq	0x69	1.6GHz	1000	8	0.025743
random_seq	0x69	1.6GHz	1000	16	0.021934
random_seq	0x69	1.6GHz	1000	32	0.043865
random_seq	0x69	1.6GHz	1000	64	0.01891
random_seq	0x69	1.6GHz	1000	128	0.01598
random_seq	0x69	1.6GHz	1000	256	0.015888
random_seq	0x69	1.6GHz	1000	512	0.021738
random_seq	0x69	1.6GHz	10000	2	0.211497
random_seq	0x69	1.6GHz	10000	4	0.218984
random_seq	0x69	1.6GHz	10000	8	0.159019
random_seq	0x69	1.6GHz	10000	16	0.12783
random_seq	0x69	1.6GHz	10000	32	0.120414
random_seq	0x69	1.6GHz	10000	64	0.092401
random_seq	0x69	1.6GHz	10000	128	0.085411
random_seq	0x69	1.6GHz	10000	256	0.080817
random_seq	0x69	1.6GHz	10000	512	0.086986
random_seq	0x69	1.6GHz	10000	1024	0.104113
random_seq	0x69	1.6GHz	10000	2048	0.180204
random_seq	0x69	1.6GHz	10000	4096	0.3025
random_seq	0x69	1.6GHz	10000	8192	1.075348
random_seq	0x69	1.6GHz	20000	2	0.408716
random_seq	0x69	1.6GHz	20000	4	0.390522
random_seq	0x69	1.6GHz	20000	8	0.335753
random_seq	0x69	1.6GHz	20000	16	0.267467
random_seq	0x69	1.6GHz	20000	32	0.254584
random_seq	0x69	1.6GHz	20000	64	0.190834
random_seq	0x69	1.6GHz	20000	128	0.174044
random_seq	0x69	1.6GHz	20000	256	0.210137
random_seq	0x69	1.6GHz	20000	512	0.172363
random_seq	0x69	1.6GHz	20000	1024	0.221908
random_seq	0x69	1.6GHz	20000	2048	0.246208
random_seq	0x69	1.6GHz	20000	4096	0.692771
random_seq	0x69	1.6GHz	20000	8192	2.401553
random_seq	0x69	1.6GHz	20000	16384	1.725423
random_seq	0x69	1.6GHz	30000	2	0.612573
random_seq	0x69	1.6GHz	30000	4	0.600447
random_seq	0x69	1.6GHz	30000	8	0.518828
random_seq	0x69	1.6GHz	30000	16	0.404847
random_seq	0x69	1.6GHz	30000	32	0.346895
random_seq	0x69	1.6GHz	30000	64	0.316198
random_seq	0x69	1.6GHz	30000	128	0.279275
random_seq	0x69	1.6GHz	30000	256	0.287788
random_seq	0x69	1.6GHz	30000	512	0.271125
random_seq	0x69	1.6GHz	30000	1024	0.303177
random_seq	0x69	1.6GHz	30000	2048	0.438148
random_seq	0x69	1.6GHz	30000	4096	0.778047
random_seq	0x69	1.6GHz	30000	8192	1.191053
random_seq	0x69	1.6GHz	30000	16384	2.932744
random_seq	0x69	1.6GHz	40000	2	0.824088
random_seq	0x69	1.6GHz	40000	4	0.812511
random_seq	0x69	1.6GHz	40000	8	0.670078
random_seq	0x69	1.6GHz	40000	16	0.541847
random_seq	0x69	1.6GHz	40000	32	0.460914
random_seq	0x69	1.6GHz	40000	64	0.421348
random_seq	0x69	1.6GHz	40000	128	0.386187
random_seq	0x69	1.6GHz	40000	256	0.367503
random_seq	0x69	1.6GHz	40000	512	0.374904
random_seq	0x69	1.6GHz	40000	1024	0.386124
random_seq	0x69	1.6GHz	40000	2048	0.580645
random_seq	0x69	1.6GHz	40000	4096	0.929552
random_seq	0x69	1.6GHz	40000	8192	2.226136
random_seq	0x69	1.6GHz	40000	16384	2.437658
random_seq	0x69	1.6GHz	40000	32768	6.77853
random_seq	0x69	1.6GHz	50000	2	1.050894
random_seq	0x69	1.6GHz	50000	4	1.024416
random_seq	0x69	1.6GHz	50000	8	0.868174
random_seq	0x69	1.6GHz	50000	16	0.694254
random_seq	0x69	1.6GHz	50000	32	0.58542
random_seq	0x69	1.6GHz	50000	64	0.543818
random_seq	0x69	1.6GHz	50000	128	0.475993
random_seq	0x69	1.6GHz	50000	256	0.463935
random_seq	0x69	1.6GHz	50000	512	0.505519
random_seq	0x69	1.6GHz	50000	1024	0.574747
random_seq	0x69	1.6GHz	50000	2048	0.683961
random_seq	0x69	1.6GHz	50000	4096	1.073778
random_seq	0x69	1.6GHz	50000	8192	3.071327
random_seq	0x69	1.6GHz	50000	16384	3.684815
random_seq	0x69	1.6GHz	50000	32768	15.315356
random_seq	0x69	1.6GHz	60000	2	1.278104
random_seq	0x69	1.6GHz	60000	4	1.238973
random_seq	0x69	1.6GHz	60000	8	1.06389
random_seq	0x69	1.6GHz	60000	16	0.84754
random_seq	0x69	1.6GHz	60000	32	0.744188
random_seq	0x69	1.6GHz	60000	64	0.650569
random_seq	0x69	1.6GHz	60000	128	0.654175
random_seq	0x69	1.6GHz	60000	256	0.684392
random_seq	0x69	1.6GHz	60000	512	0.605227
random_seq	0x69	1.6GHz	60000	1024	0.625212
random_seq	0x69	1.6GHz	60000	2048	0.795838
random_seq	0x69	1.6GHz	60000	4096	1.245346
random_seq	0x69	1.6GHz	60000	8192	2.293593
random_seq	0x69	1.6GHz	60000	16384	5.716389
random_seq	0x69	1.6GHz	60000	32768	15.024805
random_seq	0x69	1.6GHz	70000	2	1.50454
random_seq	0x69	1.6GHz	70000	4	1.440705
random_seq	0x69	1.6GHz	70000	8	1.251759
random_seq	0x69	1.6GHz	70000	16	1.009937
random_seq	0x69	1.6GHz	70000	32	0.84769
random_seq	0x69	1.6GHz	70000	64	0.734962
random_seq	0x69	1.6GHz	70000	128	0.696803
random_seq	0x69	1.6GHz	70000	256	0.665064
random_seq	0x69	1.6GHz	70000	512	0.699017
random_seq	0x69	1.6GHz	70000	1024	0.760512
random_seq	0x69	1.6GHz	70000	2048	0.943056
random_seq	0x69	1.6GHz	70000	4096	1.4737
random_seq	0x69	1.6GHz	70000	8192	2.837908
random_seq	0x69	1.6GHz	70000	16384	5.04687
random_seq	0x69	1.6GHz	70000	32768	16.779053
random_seq	0x69	1.6GHz	70000	65536	17.446584
random_seq	0x69	1.6GHz	80000	2	1.736791
random_seq	0x69	1.6GHz	80000	4	1.7046
random_seq	0x69	1.6GHz	80000	8	1.457711
random_seq	0x69	1.6GHz	80000	16	1.208677
random_seq	0x69	1.6GHz	80000	32	1.13315
random_seq	0x69	1.6GHz	80000	64	0.9673
random_seq	0x69	1.6GHz	80000	128	0.893116
random_seq	0x69	1.6GHz	80000	256	0.937204
random_seq	0x69	1.6GHz	80000	512	0.910567
random_seq	0x69	1.6GHz	80000	1024	0.96827
random_seq	0x69	1.6GHz	80000	2048	1.151601
random_seq	0x69	1.6GHz	80000	4096	1.822762
random_seq	0x69	1.6GHz	80000	8192	2.675327
random_seq	0x69	1.6GHz	80000	16384	4.04379
random_seq	0x69	1.6GHz	80000	32768	8.118655
random_seq	0x69	1.6GHz	80000	65536	38.624487
random_seq	0x69	1.6GHz	90000	2	1.954204
random_seq	0x69	1.6GHz	90000	4	1.891515
random_seq	0x69	1.6GHz	90000	8	1.649478
random_seq	0x69	1.6GHz	90000	16	1.313638
random_seq	0x69	1.6GHz	90000	32	1.122651
random_seq	0x69	1.6GHz	90000	64	1.006426
random_seq	0x69	1.6GHz	90000	128	0.934934
random_seq	0x69	1.6GHz	90000	256	0.876297
random_seq	0x69	1.6GHz	90000	512	0.88831
random_seq	0x69	1.6GHz	90000	1024	0.968134
random_seq	0x69	1.6GHz	90000	2048	1.184548
random_seq	0x69	1.6GHz	90000	4096	2.113678
random_seq	0x69	1.6GHz	90000	8192	2.936316
random_seq	0x69	1.6GHz	90000	16384	7.000008
random_seq	0x69	1.6GHz	90000	32768	12.811056
random_seq	0x69	1.6GHz	90000	65536	33.640863
random_seq	0x69	1.6GHz	100000	2	2.217677
random_seq	0x69	1.6GHz	100000	4	2.187623
random_seq	0x69	1.6GHz	100000	8	1.821905
random_seq	0x69	1.6GHz	100000	16	1.508859
random_seq	0x69	1.6GHz	100000	32	1.274815
random_seq	0x69	1.6GHz	100000	64	1.187181
random_seq	0x69	1.6GHz	100000	128	1.068457
random_seq	0x69	1.6GHz	100000	256	1.040695
random_seq	0x69	1.6GHz	100000	512	1.068635
random_seq	0x69	1.6GHz	100000	1024	1.171842
random_seq	0x69	1.6GHz	100000	2048	1.404132
random_seq	0x69	1.6GHz	100000	4096	2.007173
random_seq	0x69	1.6GHz	100000	8192	3.445314
random_seq	0x69	1.6GHz	100000	16384	7.377059
random_seq	0x69	1.6GHz	100000	32768	15.827158
random_seq	0x69	1.6GHz	100000	65536	50.685075
random_seq	0x69	1.8GHz	10	2	0.010271
random_seq	0x69	1.8GHz	10	4	0.009662
random_seq	0x69	1.8GHz	10	8	0.010472
random_seq	0x69	1.8GHz	100	2	0.012946
random_seq	0x69	1.8GHz	100	4	0.012981
random_seq	0x69	1.8GHz	100	8	0.021571
random_seq	0x69	1.8GHz	100	16	0.011071
random_seq	0x69	1.8GHz	100	32	0.010358
random_seq	0x69	1.8GHz	100	64	0.00994
random_seq	0x69	1.8GHz	1000	2	0.035379
random_seq	0x69	1.8GHz	1000	4	0.032618
random_seq	0x69	1.8GHz	1000	8	0.041005
random_seq	0x69	1.8GHz	1000	16	0.021809
random_seq	0x69	1.8GHz	1000	32	0.019226
random_seq	0x69	1.8GHz	1000	64	0.02915
random_seq	0x69	1.8GHz	1000	128	0.015961
random_seq	0x69	1.8GHz	1000	256	0.017325
random_seq	0x69	1.8GHz	1000	512	0.016698
random_seq	0x69	1.8GHz	10000	2	0.217836
random_seq	0x69	1.8GHz	10000	4	0.196698
random_seq	0x69	1.8GHz	10000	8	0.213181
random_seq	0x69	1.8GHz	10000	16	0.13747
random_seq	0x69	1.8GHz	10000	32	0.106519
random_seq	0x69	1.8GHz	10000	64	0.09557
random_seq	0x69	1.8GHz	10000	128	0.092777
random_seq	0x69	1.8GHz	10000	256	0.081398
random_seq	0x69	1.8GHz	10000	512	0.082382
random_seq	0x69	1.8GHz	10000	1024	0.102006
random_seq	0x69	1.8GHz	10000	2048	0.204574
random_seq	0x69	1.8GHz	10000	4096	0.201248
random_seq	0x69	1.8GHz	10000	8192	0.712898
random_seq	0x69	1.8GHz	20000	2	0.404749
random_seq	0x69	1.8GHz	20000	4	0.386863
random_seq	0x69	1.8GHz	20000	8	0.336776
random_seq	0x69	1.8GHz	20000	16	0.265663
random_seq	0x69	1.8GHz	20000	32	0.220184
random_seq	0x69	1.8GHz	20000	64	0.192112
random_seq	0x69	1.8GHz	20000	128	0.180765
random_seq	0x69	1.8GHz	20000	256	0.164034
random_seq	0x69	1.8GHz	20000	512	0.174101
random_seq	0x69	1.8GHz	20000	1024	0.187629
random_seq	0x69	1.8GHz	20000	2048	0.244509
random_seq	0x69	1.8GHz	20000	4096	0.479132
random_seq	0x69	1.8GHz	20000	8192	2.944785
random_seq	0x69	1.8GHz	20000	16384	1.700841
random_seq	0x69	1.8GHz	30000	2	0.616247
random_seq	0x69	1.8GHz	30000	4	0.590645
random_seq	0x69	1.8GHz	30000	8	0.519427
random_seq	0x69	1.8GHz	30000	16	0.41616
random_seq	0x69	1.8GHz	30000	32	0.343692
random_seq	0x69	1.8GHz	30000	64	0.305669
random_seq	0x69	1.8GHz	30000	128	0.282056
random_seq	0x69	1.8GHz	30000	256	0.266808
random_seq	0x69	1.8GHz	30000	512	0.278159
random_seq	0x69	1.8GHz	30000	1024	0.313225
random_seq	0x69	1.8GHz	30000	2048	0.390557
random_seq	0x69	1.8GHz	30000	4096	0.7648
random_seq	0x69	1.8GHz	30000	8192	1.412705
random_seq	0x69	1.8GHz	30000	16384	3.230205
random_seq	0x69	1.8GHz	40000	2	0.819785
random_seq	0x69	1.8GHz	40000	4	0.794091
random_seq	0x69	1.8GHz	40000	8	0.671891
random_seq	0x69	1.8GHz	40000	16	0.530382
random_seq	0x69	1.8GHz	40000	32	0.456983
random_seq	0x69	1.8GHz	40000	64	0.391552
random_seq	0x69	1.8GHz	40000	128	0.382256
random_seq	0x69	1.8GHz	40000	256	0.350128
random_seq	0x69	1.8GHz	40000	512	0.355188
random_seq	0x69	1.8GHz	40000	1024	0.390975
random_seq	0x69	1.8GHz	40000	2048	0.585258
random_seq	0x69	1.8GHz	40000	4096	1.069305
random_seq	0x69	1.8GHz	40000	8192	1.986553
random_seq	0x69	1.8GHz	40000	16384	2.095379
random_seq	0x69	1.8GHz	40000	32768	5.908873
random_seq	0x69	1.8GHz	50000	2	1.036809
random_seq	0x69	1.8GHz	50000	4	1.040277
random_seq	0x69	1.8GHz	50000	8	0.874244
random_seq	0x69	1.8GHz	50000	16	0.702699
random_seq	0x69	1.8GHz	50000	32	0.580329
random_seq	0x69	1.8GHz	50000	64	0.527792
random_seq	0x69	1.8GHz	50000	128	0.518474
random_seq	0x69	1.8GHz	50000	256	0.527457
random_seq	0x69	1.8GHz	50000	512	0.468091
random_seq	0x69	1.8GHz	50000	1024	0.513141
random_seq	0x69	1.8GHz	50000	2048	0.652795
random_seq	0x69	1.8GHz	50000	4096	1.080957
random_seq	0x69	1.8GHz	50000	8192	1.969968
random_seq	0x69	1.8GHz	50000	16384	4.222255
random_seq	0x69	1.8GHz	50000	32768	14.478804
random_seq	0x69	1.8GHz	60000	2	1.331878
random_seq	0x69	1.8GHz	60000	4	1.232464
random_seq	0x69	1.8GHz	60000	8	1.044391
random_seq	0x69	1.8GHz	60000	16	0.891492
random_seq	0x69	1.8GHz	60000	32	0.745227
random_seq	0x69	1.8GHz	60000	64	0.652023
random_seq	0x69	1.8GHz	60000	128	0.629831
random_seq	0x69	1.8GHz	60000	256	0.662292
random_seq	0x69	1.8GHz	60000	512	0.58636
random_seq	0x69	1.8GHz	60000	1024	0.62232
random_seq	0x69	1.8GHz	60000	2048	0.789729
random_seq	0x69	1.8GHz	60000	4096	1.442769
random_seq	0x69	1.8GHz	60000	8192	2.266991
random_seq	0x69	1.8GHz	60000	16384	4.97705
random_seq	0x69	1.8GHz	60000	32768	15.740106
random_seq	0x69	1.8GHz	70000	2	1.489957
random_seq	0x69	1.8GHz	70000	4	1.434865
random_seq	0x69	1.8GHz	70000	8	1.234662
random_seq	0x69	1.8GHz	70000	16	1.038906
random_seq	0x69	1.8GHz	70000	32	0.848542
random_seq	0x69	1.8GHz	70000	64	0.760425
random_seq	0x69	1.8GHz	70000	128	0.686147
random_seq	0x69	1.8GHz	70000	256	0.697203
random_seq	0x69	1.8GHz	70000	512	0.693105
random_seq	0x69	1.8GHz	70000	1024	0.743883
random_seq	0x69	1.8GHz	70000	2048	0.926936
random_seq	0x69	1.8GHz	70000	4096	1.427202
random_seq	0x69	1.8GHz	70000	8192	2.70391
random_seq	0x69	1.8GHz	70000	16384	5.358775
random_seq	0x69	1.8GHz	70000	32768	16.936108
random_seq	0x69	1.8GHz	70000	65536	19.379511
random_seq	0x69	1.8GHz	80000	2	1.866299
random_seq	0x69	1.8GHz	80000	4	1.726107
random_seq	0x69	1.8GHz	80000	8	1.459437
random_seq	0x69	1.8GHz	80000	16	1.179599
random_seq	0x69	1.8GHz	80000	32	1.064907
random_seq	0x69	1.8GHz	80000	64	1.001384
random_seq	0x69	1.8GHz	80000	128	0.863738
random_seq	0x69	1.8GHz	80000	256	0.936469
random_seq	0x69	1.8GHz	80000	512	0.98023
random_seq	0x69	1.8GHz	80000	1024	0.930581
random_seq	0x69	1.8GHz	80000	2048	1.142221
random_seq	0x69	1.8GHz	80000	4096	1.666597
random_seq	0x69	1.8GHz	80000	8192	4.079767
random_seq	0x69	1.8GHz	80000	16384	4.264275
random_seq	0x69	1.8GHz	80000	32768	9.671061
random_seq	0x69	1.8GHz	80000	65536	40.161227
random_seq	0x69	1.8GHz	90000	2	1.93971
random_seq	0x69	1.8GHz	90000	4	1.88727
random_seq	0x69	1.8GHz	90000	8	1.626833
random_seq	0x69	1.8GHz	90000	16	1.318776
random_seq	0x69	1.8GHz	90000	32	1.117413
random_seq	0x69	1.8GHz	90000	64	1.00594
random_seq	0x69	1.8GHz	90000	128	0.939225
random_seq	0x69	1.8GHz	90000	256	0.909049
random_seq	0x69	1.8GHz	90000	512	0.904785
random_seq	0x69	1.8GHz	90000	1024	0.985915
random_seq	0x69	1.8GHz	90000	2048	1.226381
random_seq	0x69	1.8GHz	90000	4096	1.94873
random_seq	0x69	1.8GHz	90000	8192	3.079405
random_seq	0x69	1.8GHz	90000	16384	6.034147
random_seq	0x69	1.8GHz	90000	32768	13.019878
random_seq	0x69	1.8GHz	90000	65536	33.096169
random_seq	0x69	1.8GHz	100000	2	2.230897
random_seq	0x69	1.8GHz	100000	4	2.127674
random_seq	0x69	1.8GHz	100000	8	1.838177
random_seq	0x69	1.8GHz	100000	16	1.520354
random_seq	0x69	1.8GHz	100000	32	1.28834
random_seq	0x69	1.8GHz	100000	64	1.220694
random_seq	0x69	1.8GHz	100000	128	1.110613
random_seq	0x69	1.8GHz	100000	256	1.111176
random_seq	0x69	1.8GHz	100000	512	1.053081
random_seq	0x69	1.8GHz	100000	1024	1.172728
random_seq	0x69	1.8GHz	100000	2048	1.327878
random_seq	0x69	1.8GHz	100000	4096	2.229034
random_seq	0x69	1.8GHz	100000	8192	3.937317
random_seq	0x69	1.8GHz	100000	16384	7.943168
random_seq	0x69	1.8GHz	100000	32768	17.295275
random_seq	0x69	1.8GHz	100000	65536	51.916968
random_seq	0xf0	1.6GHz	10	2	0.010123
random_seq	0xf0	1.6GHz	10	4	0.010484
random_seq	0xf0	1.6GHz	10	8	0.00993
random_seq	0xf0	1.6GHz	100	2	0.012181
random_seq	0xf0	1.6GHz	100	4	0.012115
random_seq	0xf0	1.6GHz	100	8	0.012809
random_seq	0xf0	1.6GHz	100	16	0.012776
random_seq	0xf0	1.6GHz	100	32	0.010176
random_seq	0xf0	1.6GHz	100	64	0.010311
random_seq	0xf0	1.6GHz	1000	2	0.028672
random_seq	0xf0	1.6GHz	1000	4	0.026669
random_seq	0xf0	1.6GHz	1000	8	0.023793
random_seq	0xf0	1.6GHz	1000	16	0.021807
random_seq	0xf0	1.6GHz	1000	32	0.017551
random_seq	0xf0	1.6GHz	1000	64	0.017852
random_seq	0xf0	1.6GHz	1000	128	0.016737
random_seq	0xf0	1.6GHz	1000	256	0.016481
random_seq	0xf0	1.6GHz	1000	512	0.01656
random_seq	0xf0	1.6GHz	10000	2	0.215227
random_seq	0xf0	1.6GHz	10000	4	0.215254
random_seq	0xf0	1.6GHz	10000	8	0.16358
random_seq	0xf0	1.6GHz	10000	16	0.126919
random_seq	0xf0	1.6GHz	10000	32	0.106149
random_seq	0xf0	1.6GHz	10000	64	0.092034
random_seq	0xf0	1.6GHz	10000	128	0.081898
random_seq	0xf0	1.6GHz	10000	256	0.080108
random_seq	0xf0	1.6GHz	10000	512	0.076688
random_seq	0xf0	1.6GHz	10000	1024	0.087661
random_seq	0xf0	1.6GHz	10000	2048	0.118807
random_seq	0xf0	1.6GHz	10000	4096	0.155908
random_seq	0xf0	1.6GHz	10000	8192	0.675122
random_seq	0xf0	1.6GHz	20000	2	0.425081
random_seq	0xf0	1.6GHz	20000	4	0.422396
random_seq	0xf0	1.6GHz	20000	8	0.344924
random_seq	0xf0	1.6GHz	20000	16	0.272536
random_seq	0xf0	1.6GHz	20000	32	0.214854
random_seq	0xf0	1.6GHz	20000	64	0.184007
random_seq	0xf0	1.6GHz	20000	128	0.170328
random_seq	0xf0	1.6GHz	20000	256	0.163738
random_seq	0xf0	1.6GHz	20000	512	0.163755
random_seq	0xf0	1.6GHz	20000	1024	0.176814
random_seq	0xf0	1.6GHz	20000	2048	0.234938
random_seq	0xf0	1.6GHz	20000	4096	0.435278
random_seq	0xf0	1.6GHz	20000	8192	1.172946
random_seq	0xf0	1.6GHz	20000	16384	1.156752
random_seq	0xf0	1.6GHz	30000	2	0.653778
random_seq	0xf0	1.6GHz	30000	4	0.647793
random_seq	0xf0	1.6GHz	30000	8	0.539564
random_seq	0xf0	1.6GHz	30000	16	0.412828
