array_type	config	frequency	array_size	elapsed_time
random_seq	0xf0	1.8GHz	10	0.00837
random_seq	0xf0	1.8GHz	10	0.008297
random_seq	0xf0	1.8GHz	10	0.00853
random_seq	0xf0	1.8GHz	10	0.008679
random_seq	0xf0	1.8GHz	10	0.008969
random_seq	0xf0	1.8GHz	100	0.010837
random_seq	0xf0	1.8GHz	100	0.010755
random_seq	0xf0	1.8GHz	100	0.0106
random_seq	0xf0	1.8GHz	100	0.011312
random_seq	0xf0	1.8GHz	100	0.010427
random_seq	0xf0	1.8GHz	1000	0.02663
random_seq	0xf0	1.8GHz	1000	0.030788
random_seq	0xf0	1.8GHz	1000	0.029355
random_seq	0xf0	1.8GHz	1000	0.027654
random_seq	0xf0	1.8GHz	1000	0.026062
random_seq	0xf0	1.8GHz	10000	0.225628
random_seq	0xf0	1.8GHz	10000	0.227983
random_seq	0xf0	1.8GHz	10000	0.224314
random_seq	0xf0	1.8GHz	10000	0.214386
random_seq	0xf0	1.8GHz	10000	0.232757
random_seq	0xf0	1.8GHz	100000	2.226723
random_seq	0xf0	1.8GHz	100000	2.265137
random_seq	0xf0	1.8GHz	100000	2.373481
random_seq	0xf0	1.8GHz	100000	2.293948
random_seq	0xf0	1.8GHz	100000	2.2251
random_seq	0xf0	1.8GHz	1000000	24.714855
random_seq	0xf0	1.8GHz	1000000	24.228462
random_seq	0xf0	1.8GHz	1000000	23.954579
random_seq	0xf0	1.8GHz	1000000	24.590072
random_seq	0xf0	1.8GHz	1000000	24.303522
