Name,Input,Iterations per Second,Standard Deviation Iterations Per Second,Run Time Average,Run Time Median,Run Time Minimum,Run Time Maximum,Run Time Standard Deviation,Run Time Standard Deviation Ratio,Run Time Sample Size,Memory Usage Average,Memory Usage Median,Memory Usage Minimum,Memory Usage Maximum,Memory Usage Standard Deviation,Memory Usage Standard Deviation Ratio,Memory Usage Sample Size
dc,"large list, p=12",5.433998136816389,0.3869846275681866,184026562.91411042,181702745.0,170817877,288385806,13105534.657708477,0.07121545091197047,163,,,,,,,0
serial,"large list, p=12",1.9150514712857893,0.0535351351353186,522179176.37931037,524535881.0,426127851,531981380,14597483.77078683,0.027954932772315748,58,,,,,,,0
actors,"large list, p=12",0.6161881599302568,0.019775070514163738,1622880907.2105262,1623713667.0,1484101576,1735325460,52082442.4471424,0.03209258437617818,19,,,,,,,0
dc,"large list, p=2",3.3386096833168333,0.12183393776896763,299525878.99,298653918.0,280884513,335444500,10930423.368570775,0.036492417301062986,100,,,,,,,0
serial,"large list, p=2",1.927028636295376,0.041178413280694555,518933647.98275864,519556256.0,439911983,525676960,11089022.66391493,0.021368864221892502,58,,,,,,,0
actors,"large list, p=2",0.6215234763570254,0.020028981140106754,1608949682.5789473,1608264791.0,1536879212,1775827682,51849405.651803456,0.03222562284775449,19,,,,,,,0
dc,"large list, p=24",4.349072999673246,0.34538343716710956,229934057.22900763,226675484.0,210444806,346734921,18260308.579207607,0.07941541500753353,131,,,,,,,0
serial,"large list, p=24",1.943726336058217,0.040965877050417994,514475716.7966102,515667096.0,435616636,520552927,10843063.948218454,0.0210759489597156,59,,,,,,,0
actors,"large list, p=24",0.6311665988232555,0.022261231230877837,1584367743.5789473,1589130897.0,1466314128,1754769131,55880613.39163434,0.03526997669455511,19,,,,,,,0
dc,"large list, p=32",3.83604221195407,0.2154519284425081,260685348.26956522,258226514.0,242607634,371215807,14641434.556262165,0.05616516100138467,115,,,,,,,0
serial,"large list, p=32",1.9550136498416826,0.03799261487344759,511505380.0677966,511221705.0,450842845,528550056,9940302.417932456,0.01943342691061223,59,,,,,,,0
actors,"large list, p=32",0.6253591713372729,0.022933411164561653,1599081049.4736843,1587910865.0,1482240187,1796524315,58642113.003025524,0.03667238319303876,19,,,,,,,0
dc,"large list, p=4",5.08694005868377,0.43271071109223536,196581832.78431374,192503707.0,173851780,335132107,16721853.151524084,0.08506306465191531,153,,,,,,,0
serial,"large list, p=4",1.9122966006166668,0.036860751987675786,522931432.12068963,523983504.0,450748462,529031698,10079841.076820904,0.019275645825960856,58,,,,,,,0
actors,"large list, p=4",0.6334501379914582,0.016667425069287294,1578656219.368421,1575634462.0,1494254443,1704978784,41537814.37307435,0.026312134246487522,19,,,,,,,0
dc,"large list, p=40",3.2258929313978113,0.2087568538453031,309991689.5154639,306503848.0,285267367,418403232,20060458.049175717,0.06471288982143827,97,,,,,,,0
serial,"large list, p=40",1.9175679014346358,0.03803700926170091,521493919.0689655,522403078.0,446964535,527627013,10344389.377140965,0.019836069029546943,58,,,,,,,0
actors,"large list, p=40",0.6254717093448968,0.0225011127141558,1598793334.7894738,1584823841.0,1499875517,1765314449,57515997.11906697,0.03597462903273898,19,,,,,,,0
dc,"large list, p=6",5.139780717782529,0.5051312980226895,194560829.51948053,190725587.0,167529665,317954926,19121197.917942908,0.09827876435954641,154,,,,,,,0
serial,"large list, p=6",1.9086821711510102,0.039294235251678356,523921695.877193,524901491.0,447543284,530766745,10786029.587546192,0.020587102371256702,57,,,,,,,0
actors,"large list, p=6",0.6223730815759175,0.017650721423852427,1606753295.7368422,1594641654.0,1557337372,1726022032,45568093.57515305,0.028360354819907774,19,,,,,,,0
