Name,Input,Iterations per Second,Standard Deviation Iterations Per Second,Run Time Average,Run Time Median,Run Time Minimum,Run Time Maximum,Run Time Standard Deviation,Run Time Standard Deviation Ratio,Run Time Sample Size,Memory Usage Average,Memory Usage Median,Memory Usage Minimum,Memory Usage Maximum,Memory Usage Standard Deviation,Memory Usage Standard Deviation Ratio,Memory Usage Sample Size
serial,"text, p=12",4.017313867113843,0.16340852822649946,248922547.0247934,247835357.0,223753097,276934735,10125190.2134637,0.04067606705171309,121,,,,,,,0
parallel,"text, p=12",3.4309789289169537,0.09690424221691182,291462005.66019416,291714998.0,273900530,321441176,8232025.138795605,0.02824390479352238,103,,,,,,,0
parallel,"text, p=2",4.678635509377066,0.15767015038193802,213737530.52482268,212634193.0,203813310,239965752,7202960.887329269,0.03370002858011286,141,,,,,,,0
serial,"text, p=2",4.02027767108557,0.16331493437832983,248739037.90082645,247104154.0,219930294,275373359,10104476.102301972,0.04062279965210237,121,,,,,,,0
serial,"text, p=24",4.011634638793428,0.14943047564891032,249274944.01652893,248054318.0,229357367,276455331,9285310.554340215,0.03724927345174541,121,,,,,,,0
parallel,"text, p=24",2.37040369719284,0.0529747024409105,421869068.625,420189369.0,405745842,449111789,9428093.790901354,0.02234838837943343,72,,,,,,,0
serial,"text, p=32",4.021186517259348,0.149309635376639,248682819.2892562,248122871.0,224566744,276196898,9233777.372212024,0.03713074107251345,121,,,,,,,0
parallel,"text, p=32",1.8793627848539336,0.05730212667953169,532095244.2280702,528763567.0,503486443,597100377,16223684.610580904,0.030490189090333235,57,,,,,,,0
parallel,"text, p=4",4.309507982435054,0.09622517882767852,232045051.1,232071074.5,217998627,245250488,5181235.6837911485,0.0223285765381753,130,,,,,,,0
serial,"text, p=4",4.036575370197854,0.15350062030200443,247734752.42975205,246463526.0,221102132,271417833,9420717.980169045,0.03802743816833044,121,,,,,,,0
serial,"text, p=40",4.035569722854344,0.14692551310708243,247796486.9090909,246822420.0,226262675,271257815,9021681.815845232,0.036407625985250616,121,,,,,,,0
parallel,"text, p=40",1.5203360410279596,0.06360153845205976,657749321.8695652,652688058.5,622238259,772403481,27516198.825634524,0.041833868786703386,46,,,,,,,0
parallel,"text, p=6",4.114445687058731,0.12873335007953735,243046105.37096775,242022503.0,231562994,266362366,7604460.417742366,0.03128813936818891,124,,,,,,,0
serial,"text, p=6",4.005209417534661,0.17243605889943897,249674834.88429752,248730641.0,220791766,276149803,10749236.817763437,0.04305294453381643,121,,,,,,,0
