array_type	config	frequency	array_size	lower_limit	elapsed_time
random_seq	0x09	1.6GHz	10	2	0.01895
random_seq	0x09	1.6GHz	10	2	0.019111
random_seq	0x09	1.6GHz	10	2	0.019075
random_seq	0x09	1.6GHz	10	2	0.020769
random_seq	0x09	1.6GHz	10	2	0.019146
random_seq	0x09	1.6GHz	10	4	0.01928
random_seq	0x09	1.6GHz	10	4	0.019002
random_seq	0x09	1.6GHz	10	4	0.018886
random_seq	0x09	1.6GHz	10	4	0.018948
random_seq	0x09	1.6GHz	10	4	0.018917
random_seq	0x09	1.6GHz	10	8	0.018511
random_seq	0x09	1.6GHz	10	8	0.018426
random_seq	0x09	1.6GHz	10	8	0.018536
random_seq	0x09	1.6GHz	10	8	0.018498
random_seq	0x09	1.6GHz	10	8	0.01856
random_seq	0x09	1.6GHz	100	2	0.024995
random_seq	0x09	1.6GHz	100	2	0.024717
random_seq	0x09	1.6GHz	100	2	0.028076
random_seq	0x09	1.6GHz	100	2	0.029156
random_seq	0x09	1.6GHz	100	2	0.027971
random_seq	0x09	1.6GHz	100	4	0.027713
random_seq	0x09	1.6GHz	100	4	0.024236
random_seq	0x09	1.6GHz	100	4	0.027815
random_seq	0x09	1.6GHz	100	4	0.028387
random_seq	0x09	1.6GHz	100	4	0.028152
random_seq	0x09	1.6GHz	100	8	0.022974
random_seq	0x09	1.6GHz	100	8	0.025949
random_seq	0x09	1.6GHz	100	8	0.022751
random_seq	0x09	1.6GHz	100	8	0.022806
random_seq	0x09	1.6GHz	100	8	0.022918
random_seq	0x09	1.6GHz	100	16	0.021541
random_seq	0x09	1.6GHz	100	16	0.021602
random_seq	0x09	1.6GHz	100	16	0.025425
random_seq	0x09	1.6GHz	100	16	0.021432
random_seq	0x09	1.6GHz	100	16	0.024589
random_seq	0x09	1.6GHz	100	32	0.023763
random_seq	0x09	1.6GHz	100	32	0.020372
random_seq	0x09	1.6GHz	100	32	0.022868
random_seq	0x09	1.6GHz	100	32	0.020443
random_seq	0x09	1.6GHz	100	32	0.020518
random_seq	0x09	1.6GHz	100	64	0.019318
random_seq	0x09	1.6GHz	100	64	0.019221
random_seq	0x09	1.6GHz	100	64	0.023373
random_seq	0x09	1.6GHz	100	64	0.019295
random_seq	0x09	1.6GHz	100	64	0.022688
random_seq	0x09	1.6GHz	1000	2	0.075457
random_seq	0x09	1.6GHz	1000	2	0.076039
random_seq	0x09	1.6GHz	1000	2	0.077491
random_seq	0x09	1.6GHz	1000	2	0.075527
random_seq	0x09	1.6GHz	1000	2	0.075887
random_seq	0x09	1.6GHz	1000	4	0.073405
random_seq	0x09	1.6GHz	1000	4	0.06952
random_seq	0x09	1.6GHz	1000	4	0.069901
random_seq	0x09	1.6GHz	1000	4	0.069325
random_seq	0x09	1.6GHz	1000	4	0.069884
random_seq	0x09	1.6GHz	1000	8	0.05626
random_seq	0x09	1.6GHz	1000	8	0.055952
random_seq	0x09	1.6GHz	1000	8	0.056025
random_seq	0x09	1.6GHz	1000	8	0.056109
random_seq	0x09	1.6GHz	1000	8	0.05926
random_seq	0x09	1.6GHz	1000	16	0.046768
random_seq	0x09	1.6GHz	1000	16	0.049108
random_seq	0x09	1.6GHz	1000	16	0.046771
random_seq	0x09	1.6GHz	1000	16	0.050405
random_seq	0x09	1.6GHz	1000	16	0.04695
random_seq	0x09	1.6GHz	1000	32	0.039048
random_seq	0x09	1.6GHz	1000	32	0.039261
random_seq	0x09	1.6GHz	1000	32	0.039298
random_seq	0x09	1.6GHz	1000	32	0.043222
random_seq	0x09	1.6GHz	1000	32	0.041922
random_seq	0x09	1.6GHz	1000	64	0.035085
random_seq	0x09	1.6GHz	1000	64	0.035454
random_seq	0x09	1.6GHz	1000	64	0.035259
random_seq	0x09	1.6GHz	1000	64	0.035842
random_seq	0x09	1.6GHz	1000	64	0.035449
random_seq	0x09	1.6GHz	1000	128	0.038601
random_seq	0x09	1.6GHz	1000	128	0.035162
random_seq	0x09	1.6GHz	1000	128	0.034976
random_seq	0x09	1.6GHz	1000	128	0.035037
random_seq	0x09	1.6GHz	1000	128	0.034946
random_seq	0x09	1.6GHz	1000	256	0.033315
random_seq	0x09	1.6GHz	1000	256	0.036334
random_seq	0x09	1.6GHz	1000	256	0.033172
random_seq	0x09	1.6GHz	1000	256	0.033118
random_seq	0x09	1.6GHz	1000	256	0.033151
random_seq	0x09	1.6GHz	1000	512	0.035278
random_seq	0x09	1.6GHz	1000	512	0.035301
random_seq	0x09	1.6GHz	1000	512	0.035296
random_seq	0x09	1.6GHz	1000	512	0.03582
random_seq	0x09	1.6GHz	1000	512	0.03518
random_seq	0x09	1.6GHz	10000	2	0.701016
random_seq	0x09	1.6GHz	10000	2	0.698014
random_seq	0x09	1.6GHz	10000	2	0.700158
random_seq	0x09	1.6GHz	10000	2	0.702511
random_seq	0x09	1.6GHz	10000	2	0.703821
random_seq	0x09	1.6GHz	10000	4	0.625118
random_seq	0x09	1.6GHz	10000	4	0.637863
random_seq	0x09	1.6GHz	10000	4	0.62117
random_seq	0x09	1.6GHz	10000	4	0.619029
random_seq	0x09	1.6GHz	10000	4	0.62864
random_seq	0x09	1.6GHz	10000	8	0.487377
random_seq	0x09	1.6GHz	10000	8	0.484807
random_seq	0x09	1.6GHz	10000	8	0.487484
random_seq	0x09	1.6GHz	10000	8	0.484411
random_seq	0x09	1.6GHz	10000	8	0.488345
random_seq	0x09	1.6GHz	10000	16	0.379452
random_seq	0x09	1.6GHz	10000	16	0.376215
random_seq	0x09	1.6GHz	10000	16	0.381466
random_seq	0x09	1.6GHz	10000	16	0.379918
random_seq	0x09	1.6GHz	10000	16	0.378114
random_seq	0x09	1.6GHz	10000	32	0.327203
random_seq	0x09	1.6GHz	10000	32	0.313536
random_seq	0x09	1.6GHz	10000	32	0.31784
random_seq	0x09	1.6GHz	10000	32	0.319491
random_seq	0x09	1.6GHz	10000	32	0.315293
random_seq	0x09	1.6GHz	10000	64	0.26879
random_seq	0x09	1.6GHz	10000	64	0.274973
random_seq	0x09	1.6GHz	10000	64	0.270089
random_seq	0x09	1.6GHz	10000	64	0.269575
random_seq	0x09	1.6GHz	10000	64	0.270329
random_seq	0x09	1.6GHz	10000	128	0.242546
random_seq	0x09	1.6GHz	10000	128	0.241214
random_seq	0x09	1.6GHz	10000	128	0.240166
random_seq	0x09	1.6GHz	10000	128	0.240256
random_seq	0x09	1.6GHz	10000	128	0.239267
random_seq	0x09	1.6GHz	10000	256	0.227815
random_seq	0x09	1.6GHz	10000	256	0.225061
random_seq	0x09	1.6GHz	10000	256	0.226551
random_seq	0x09	1.6GHz	10000	256	0.227079
random_seq	0x09	1.6GHz	10000	256	0.226803
random_seq	0x09	1.6GHz	10000	512	0.237616
random_seq	0x09	1.6GHz	10000	512	0.231433
random_seq	0x09	1.6GHz	10000	512	0.23445
random_seq	0x09	1.6GHz	10000	512	0.231076
random_seq	0x09	1.6GHz	10000	512	0.233902
random_seq	0x09	1.6GHz	10000	1024	0.26317
random_seq	0x09	1.6GHz	10000	1024	0.266642
random_seq	0x09	1.6GHz	10000	1024	0.265567
random_seq	0x09	1.6GHz	10000	1024	0.273429
random_seq	0x09	1.6GHz	10000	1024	0.267726
random_seq	0x09	1.6GHz	10000	2048	0.398803
random_seq	0x09	1.6GHz	10000	2048	0.399651
random_seq	0x09	1.6GHz	10000	2048	0.396011
random_seq	0x09	1.6GHz	10000	2048	0.400505
random_seq	0x09	1.6GHz	10000	2048	0.386386
random_seq	0x09	1.6GHz	10000	4096	0.816357
random_seq	0x09	1.6GHz	10000	4096	0.809663
random_seq	0x09	1.6GHz	10000	4096	0.809447
random_seq	0x09	1.6GHz	10000	4096	0.808424
random_seq	0x09	1.6GHz	10000	4096	0.809712
random_seq	0x09	1.6GHz	10000	8192	1.742409
random_seq	0x09	1.6GHz	10000	8192	1.73205
random_seq	0x09	1.6GHz	10000	8192	1.73361
random_seq	0x09	1.6GHz	10000	8192	1.734817
random_seq	0x09	1.6GHz	10000	8192	1.737335
random_seq	0x09	1.6GHz	100000	2	8.439226
random_seq	0x09	1.6GHz	100000	2	8.376539
random_seq	0x09	1.6GHz	100000	2	8.409561
random_seq	0x09	1.6GHz	100000	2	8.424286
random_seq	0x09	1.6GHz	100000	2	8.407538
random_seq	0x09	1.6GHz	100000	4	7.663417
random_seq	0x09	1.6GHz	100000	4	7.699925
random_seq	0x09	1.6GHz	100000	4	7.617171
random_seq	0x09	1.6GHz	100000	4	7.647742
random_seq	0x09	1.6GHz	100000	4	7.665217
random_seq	0x09	1.6GHz	100000	8	6.202949
random_seq	0x09	1.6GHz	100000	8	6.179373
random_seq	0x09	1.6GHz	100000	8	6.24023
random_seq	0x09	1.6GHz	100000	8	6.20895
random_seq	0x09	1.6GHz	100000	8	6.146512
random_seq	0x09	1.6GHz	100000	16	5.1191
random_seq	0x09	1.6GHz	100000	16	5.124634
random_seq	0x09	1.6GHz	100000	16	5.139738
random_seq	0x09	1.6GHz	100000	16	5.148523
random_seq	0x09	1.6GHz	100000	16	5.131602
random_seq	0x09	1.6GHz	100000	32	4.421014
random_seq	0x09	1.6GHz	100000	32	4.447951
random_seq	0x09	1.6GHz	100000	32	4.447882
random_seq	0x09	1.6GHz	100000	32	4.442321
random_seq	0x09	1.6GHz	100000	32	4.433843
random_seq	0x09	1.6GHz	100000	64	3.92877
random_seq	0x09	1.6GHz	100000	64	3.992937
random_seq	0x09	1.6GHz	100000	64	3.939191
random_seq	0x09	1.6GHz	100000	64	3.974502
random_seq	0x09	1.6GHz	100000	64	3.954361
random_seq	0x09	1.6GHz	100000	128	3.650165
random_seq	0x09	1.6GHz	100000	128	3.66747
random_seq	0x09	1.6GHz	100000	128	3.701417
random_seq	0x09	1.6GHz	100000	128	3.699709
random_seq	0x09	1.6GHz	100000	128	3.647461
random_seq	0x09	1.6GHz	100000	256	3.502932
random_seq	0x09	1.6GHz	100000	256	3.546697
random_seq	0x09	1.6GHz	100000	256	3.534897
random_seq	0x09	1.6GHz	100000	256	3.555034
random_seq	0x09	1.6GHz	100000	256	3.562769
random_seq	0x09	1.6GHz	100000	512	3.60294
random_seq	0x09	1.6GHz	100000	512	3.603059
random_seq	0x09	1.6GHz	100000	512	3.607432
random_seq	0x09	1.6GHz	100000	512	3.591578
random_seq	0x09	1.6GHz	100000	512	3.590584
random_seq	0x09	1.6GHz	100000	1024	4.083082
random_seq	0x09	1.6GHz	100000	1024	4.088172
random_seq	0x09	1.6GHz	100000	1024	4.096428
random_seq	0x09	1.6GHz	100000	1024	4.113232
random_seq	0x09	1.6GHz	100000	1024	4.072914
random_seq	0x09	1.6GHz	100000	2048	5.058476
random_seq	0x09	1.6GHz	100000	2048	5.045953
random_seq	0x09	1.6GHz	100000	2048	5.051326
random_seq	0x09	1.6GHz	100000	2048	4.977046
random_seq	0x09	1.6GHz	100000	2048	5.036507
random_seq	0x09	1.6GHz	100000	4096	7.049894
random_seq	0x09	1.6GHz	100000	4096	7.103788
random_seq	0x09	1.6GHz	100000	4096	7.138927
random_seq	0x09	1.6GHz	100000	4096	7.126401
random_seq	0x09	1.6GHz	100000	4096	7.088088
random_seq	0x09	1.6GHz	100000	8192	15.188754
random_seq	0x09	1.6GHz	100000	8192	15.032899
random_seq	0x09	1.6GHz	100000	8192	15.122327
random_seq	0x09	1.6GHz	100000	8192	15.128111
random_seq	0x09	1.6GHz	100000	8192	15.12874
random_seq	0x09	1.6GHz	100000	16384	29.66752
random_seq	0x09	1.6GHz	100000	16384	29.091408
random_seq	0x09	1.6GHz	100000	16384	29.045903
random_seq	0x09	1.6GHz	100000	16384	30.012686
random_seq	0x09	1.6GHz	100000	16384	29.398506
random_seq	0x09	1.6GHz	100000	32768	55.953976
random_seq	0x09	1.6GHz	100000	32768	53.443608
random_seq	0x09	1.6GHz	100000	32768	55.685107
random_seq	0x09	1.6GHz	100000	32768	53.940729
random_seq	0x09	1.6GHz	100000	32768	55.321033
random_seq	0x09	1.6GHz	100000	65536	144.934032
random_seq	0x09	1.6GHz	100000	65536	146.094733
random_seq	0x09	1.6GHz	100000	65536	144.776333
random_seq	0x09	1.6GHz	100000	65536	148.555219
random_seq	0x09	1.6GHz	100000	65536	149.177155
