array_type	config	frequency	array_size	lower_limit	elapsed_time
expt_seq	0xf0	1.8GHz	10	2	0.01022
expt_seq	0xf0	1.8GHz	10	2	0.009876
expt_seq	0xf0	1.8GHz	10	2	0.010205
expt_seq	0xf0	1.8GHz	10	2	0.009856
expt_seq	0xf0	1.8GHz	10	2	0.0098
expt_seq	0xf0	1.8GHz	10	4	0.011066
expt_seq	0xf0	1.8GHz	10	4	0.009863
expt_seq	0xf0	1.8GHz	10	4	0.010576
expt_seq	0xf0	1.8GHz	10	4	0.009683
expt_seq	0xf0	1.8GHz	10	4	0.010224
expt_seq	0xf0	1.8GHz	10	8	0.009749
expt_seq	0xf0	1.8GHz	10	8	0.009475
expt_seq	0xf0	1.8GHz	10	8	0.009757
expt_seq	0xf0	1.8GHz	10	8	0.00982
expt_seq	0xf0	1.8GHz	10	8	0.009926
expt_seq	0xf0	1.8GHz	100	2	0.010926
expt_seq	0xf0	1.8GHz	100	2	0.011069
expt_seq	0xf0	1.8GHz	100	2	0.011468
expt_seq	0xf0	1.8GHz	100	2	0.01309
expt_seq	0xf0	1.8GHz	100	2	0.010924
expt_seq	0xf0	1.8GHz	100	4	0.011665
expt_seq	0xf0	1.8GHz	100	4	0.011461
expt_seq	0xf0	1.8GHz	100	4	0.011059
expt_seq	0xf0	1.8GHz	100	4	0.011206
expt_seq	0xf0	1.8GHz	100	4	0.012172
expt_seq	0xf0	1.8GHz	100	8	0.011167
expt_seq	0xf0	1.8GHz	100	8	0.011438
expt_seq	0xf0	1.8GHz	100	8	0.011251
expt_seq	0xf0	1.8GHz	100	8	0.010875
expt_seq	0xf0	1.8GHz	100	8	0.011852
expt_seq	0xf0	1.8GHz	100	16	0.010906
expt_seq	0xf0	1.8GHz	100	16	0.011407
expt_seq	0xf0	1.8GHz	100	16	0.011274
expt_seq	0xf0	1.8GHz	100	16	0.01069
expt_seq	0xf0	1.8GHz	100	16	0.011105
expt_seq	0xf0	1.8GHz	100	32	0.010626
expt_seq	0xf0	1.8GHz	100	32	0.011813
expt_seq	0xf0	1.8GHz	100	32	0.010351
expt_seq	0xf0	1.8GHz	100	32	0.010846
expt_seq	0xf0	1.8GHz	100	32	0.010478
expt_seq	0xf0	1.8GHz	100	64	0.010003
expt_seq	0xf0	1.8GHz	100	64	0.009991
expt_seq	0xf0	1.8GHz	100	64	0.010655
expt_seq	0xf0	1.8GHz	100	64	0.010396
expt_seq	0xf0	1.8GHz	100	64	0.011653
expt_seq	0xf0	1.8GHz	1000	2	0.022795
expt_seq	0xf0	1.8GHz	1000	2	0.022228
expt_seq	0xf0	1.8GHz	1000	2	0.021556
expt_seq	0xf0	1.8GHz	1000	2	0.021521
expt_seq	0xf0	1.8GHz	1000	2	0.023182
expt_seq	0xf0	1.8GHz	1000	4	0.023079
expt_seq	0xf0	1.8GHz	1000	4	0.023412
expt_seq	0xf0	1.8GHz	1000	4	0.022346
expt_seq	0xf0	1.8GHz	1000	4	0.024302
expt_seq	0xf0	1.8GHz	1000	4	0.023171
expt_seq	0xf0	1.8GHz	1000	8	0.019678
expt_seq	0xf0	1.8GHz	1000	8	0.02077
expt_seq	0xf0	1.8GHz	1000	8	0.021169
expt_seq	0xf0	1.8GHz	1000	8	0.021977
expt_seq	0xf0	1.8GHz	1000	8	0.020111
expt_seq	0xf0	1.8GHz	1000	16	0.018777
expt_seq	0xf0	1.8GHz	1000	16	0.019131
expt_seq	0xf0	1.8GHz	1000	16	0.01868
expt_seq	0xf0	1.8GHz	1000	16	0.020398
expt_seq	0xf0	1.8GHz	1000	16	0.019418
expt_seq	0xf0	1.8GHz	1000	32	0.017
expt_seq	0xf0	1.8GHz	1000	32	0.017356
expt_seq	0xf0	1.8GHz	1000	32	0.019437
expt_seq	0xf0	1.8GHz	1000	32	0.017522
expt_seq	0xf0	1.8GHz	1000	32	0.018402
expt_seq	0xf0	1.8GHz	1000	64	0.015434
expt_seq	0xf0	1.8GHz	1000	64	0.015475
expt_seq	0xf0	1.8GHz	1000	64	0.015503
expt_seq	0xf0	1.8GHz	1000	64	0.015783
expt_seq	0xf0	1.8GHz	1000	64	0.014793
expt_seq	0xf0	1.8GHz	1000	128	0.015189
expt_seq	0xf0	1.8GHz	1000	128	0.015852
expt_seq	0xf0	1.8GHz	1000	128	0.015469
expt_seq	0xf0	1.8GHz	1000	128	0.0162
expt_seq	0xf0	1.8GHz	1000	128	0.016143
expt_seq	0xf0	1.8GHz	1000	256	0.015706
expt_seq	0xf0	1.8GHz	1000	256	0.016494
expt_seq	0xf0	1.8GHz	1000	256	0.015215
expt_seq	0xf0	1.8GHz	1000	256	0.015164
expt_seq	0xf0	1.8GHz	1000	256	0.015082
expt_seq	0xf0	1.8GHz	1000	512	0.015628
expt_seq	0xf0	1.8GHz	1000	512	0.015314
expt_seq	0xf0	1.8GHz	1000	512	0.015587
expt_seq	0xf0	1.8GHz	1000	512	0.016941
expt_seq	0xf0	1.8GHz	1000	512	0.015479
expt_seq	0xf0	1.8GHz	10000	2	0.132918
expt_seq	0xf0	1.8GHz	10000	2	0.135645
expt_seq	0xf0	1.8GHz	10000	2	0.129788
expt_seq	0xf0	1.8GHz	10000	2	0.128758
expt_seq	0xf0	1.8GHz	10000	2	0.129838
expt_seq	0xf0	1.8GHz	10000	4	0.128099
expt_seq	0xf0	1.8GHz	10000	4	0.131619
expt_seq	0xf0	1.8GHz	10000	4	0.128038
expt_seq	0xf0	1.8GHz	10000	4	0.131701
expt_seq	0xf0	1.8GHz	10000	4	0.124517
expt_seq	0xf0	1.8GHz	10000	8	0.110047
expt_seq	0xf0	1.8GHz	10000	8	0.108786
expt_seq	0xf0	1.8GHz	10000	8	0.115543
expt_seq	0xf0	1.8GHz	10000	8	0.114628
expt_seq	0xf0	1.8GHz	10000	8	0.122813
expt_seq	0xf0	1.8GHz	10000	16	0.098152
