array_type	config	frequency	array_size	elapsed_time
expt_seq	0xff	1.6GHz	10	0.008259
expt_seq	0xff	1.6GHz	10	0.008323
expt_seq	0xff	1.6GHz	10	0.009193
expt_seq	0xff	1.6GHz	10	0.008894
expt_seq	0xff	1.6GHz	10	0.008229
expt_seq	0xff	1.6GHz	100	0.010213
expt_seq	0xff	1.6GHz	100	0.013149
expt_seq	0xff	1.6GHz	100	0.010586
expt_seq	0xff	1.6GHz	100	0.010551
expt_seq	0xff	1.6GHz	100	0.022885
expt_seq	0xff	1.6GHz	1000	0.022675
expt_seq	0xff	1.6GHz	1000	0.02315
expt_seq	0xff	1.6GHz	1000	0.025085
expt_seq	0xff	1.6GHz	1000	0.02329
expt_seq	0xff	1.6GHz	1000	0.025479
expt_seq	0xff	1.6GHz	10000	0.135544
expt_seq	0xff	1.6GHz	10000	0.135646
expt_seq	0xff	1.6GHz	10000	0.139414
expt_seq	0xff	1.6GHz	10000	0.129743
expt_seq	0xff	1.6GHz	10000	0.127722
expt_seq	0xff	1.6GHz	100000	0.999924
expt_seq	0xff	1.6GHz	100000	0.976569
expt_seq	0xff	1.6GHz	100000	0.943712
expt_seq	0xff	1.6GHz	100000	0.955527
expt_seq	0xff	1.6GHz	100000	1.017045
expt_seq	0xff	1.6GHz	1000000	9.103171
expt_seq	0xff	1.6GHz	1000000	9.602421
expt_seq	0xff	1.6GHz	1000000	9.739336
expt_seq	0xff	1.6GHz	1000000	9.4297
expt_seq	0xff	1.6GHz	1000000	9.228231
